,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,"BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3",BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker3,BoomLeg_2406...:Marker3,BoomLeg_2406...:Marker3,Unlabeled 1254,Unlabeled 1254,Unlabeled 1254,Unlabeled 1256,Unlabeled 1256,Unlabeled 1256
,ID,"EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","C4C80","C4C80","C4C80","C4C90","C4C90","C4C90","C4C60","C4C60","C4C60","C4CC0","C4CC0","C4CC0","C4CE0","C4CE0","C4CE0"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
594,4.950000,-43.246914,-22.550756,45.629337,-0.408847,0.110459,-0.520061,0.000424,-0.050755,-0.056242,-0.037863,0.739622,0.042138,0.044624,0.027206,0.821729,0.008617,0.011618,0.010657,0.864339,-0.390693,0.031970,-0.492109,-0.421361,0.172396,-0.544528,-0.414547,0.126898,-0.523515,,,,,,
595,4.958333,-46.495132,0.541596,56.057903,-0.409718,0.110182,-0.521070,0.000480,-0.050755,-0.056242,-0.037863,0.739622,0.042138,0.044624,0.027206,0.821729,0.008617,0.011618,0.010657,0.864339,-0.392032,0.031799,-0.493708,-0.422376,0.172272,-0.545710,-0.414787,0.126398,-0.523768,,,,,,
596,4.966667,-43.977558,-19.061110,47.875042,-0.409658,0.109569,-0.521109,0.000498,-0.050755,-0.056242,-0.037863,0.678391,0.042138,0.044624,0.027206,0.715272,0.008617,0.011618,0.010657,0.887355,-0.390893,0.031331,-0.492352,-0.422652,0.171386,-0.546401,-0.415515,0.125833,-0.524530,,,,,,
597,4.975000,-46.680901,-7.419209,53.758377,-0.410127,0.108795,-0.521113,0.000521,-0.050755,-0.056242,-0.037863,0.678391,0.042138,0.044624,0.027206,0.715272,0.008617,0.011618,0.010657,0.887355,-0.390230,0.032001,-0.491360,-0.424258,0.169767,-0.547528,-0.415920,0.124567,-0.524435,,,,,,
598,4.983333,-53.231358,6.346963,62.196087,-0.408300,0.106253,-0.518552,0.000361,-0.050755,-0.056242,-0.037863,0.876178,0.042138,0.044624,0.027206,0.789657,0.008617,0.011618,0.010657,0.667351,-0.386297,0.031625,-0.485916,-0.424506,0.165105,-0.547767,-0.414095,0.122037,-0.521973,,,,,,
599,4.991667,-47.935059,-32.370716,47.553928,-0.405295,0.103866,-0.514377,0.000296,-0.050755,-0.056242,-0.037863,0.876178,0.042138,0.044624,0.027206,0.789657,0.008617,0.011618,0.010657,0.667351,-0.379410,0.031684,-0.476932,-0.423560,0.160222,-0.546069,-0.412974,0.119592,-0.520096,,,,,,
600,5.000000,-50.841869,-23.508812,52.649601,-0.404380,0.101863,-0.513031,0.000162,-0.050755,-0.056242,-0.037863,0.963026,0.042138,0.044624,0.027206,0.954681,0.008617,0.011618,0.010657,0.948788,-0.376500,0.032366,-0.473733,-0.424490,0.156373,-0.546684,-0.412136,0.116872,-0.518685,,,,,,
601,5.008333,-50.780163,-28.903021,51.676647,-0.404969,0.100028,-0.513805,0.000269,-0.050755,-0.056242,-0.037863,0.894947,0.042138,0.044624,0.027206,0.903073,0.008617,0.011618,0.010657,0.805886,-0.375760,0.031491,-0.472904,-0.426026,0.153212,-0.548387,-0.413138,0.115355,-0.520118,,,,,,
602,5.016667,-53.496532,-18.699972,56.797932,-0.407087,0.099368,-0.516179,0.000364,-0.050755,-0.056242,-0.037863,0.894947,0.042138,0.044624,0.027206,0.903073,0.008617,0.011618,0.010657,0.805886,-0.376925,0.031809,-0.474825,-0.429201,0.152539,-0.551700,-0.415169,0.113704,-0.521992,,,,,,
603,5.025000,-56.630051,-11.787693,60.425865,-0.408457,0.097928,-0.517607,0.000240,-0.050755,-0.056242,-0.037863,0.979897,0.042138,0.044624,0.027206,0.893428,0.008617,0.011618,0.010657,0.876549,-0.377398,0.031561,-0.475233,-0.431532,0.149771,-0.554063,-0.416452,0.112436,-0.523517,,,,,,
604,5.033333,-53.042206,-27.800892,54.979862,-0.409477,0.096703,-0.518579,0.000132,-0.050755,-0.056242,-0.037863,0.979897,0.042138,0.044624,0.027206,0.893428,0.008617,0.011618,0.010657,0.876549,-0.377016,0.031660,-0.474864,-0.433188,0.147529,-0.555619,-0.418243,0.110892,-0.525244,,,,,,
605,5.041667,-56.110878,-20.113483,58.607956,-0.411382,0.095425,-0.520608,0.000212,-0.050755,-0.056242,-0.037863,0.960024,0.042138,0.044624,0.027206,0.951425,0.008617,0.011618,0.010657,0.916022,-0.378116,0.031734,-0.476035,-0.435990,0.145211,-0.558623,-0.420030,0.109344,-0.527170,,,,,,
606,5.050000,-56.852493,-20.845072,59.047001,-0.413165,0.093541,-0.522374,0.000181,-0.050755,-0.056242,-0.037863,0.960024,0.042138,0.044624,0.027206,0.951425,0.008617,0.011618,0.010657,0.916022,-0.378766,0.031331,-0.476948,-0.438566,0.141867,-0.561009,-0.422101,0.107509,-0.529196,,,,,,
607,5.058333,-57.247841,-23.043186,58.897522,-0.414727,0.092206,-0.524003,0.000301,-0.050755,-0.056242,-0.037863,0.794842,0.042138,0.044624,0.027206,0.788223,0.008617,0.011618,0.010657,0.946532,-0.379315,0.031539,-0.477537,-0.440831,0.139134,-0.563336,-0.423935,0.106084,-0.531186,,,,,,
608,5.066667,-56.917965,-26.117270,58.438114,-0.416554,0.091540,-0.526086,0.000206,-0.050755,-0.056242,-0.037863,0.794842,0.042138,0.044624,0.027206,0.788223,0.008617,0.011618,0.010657,0.946532,-0.380453,0.031723,-0.478833,-0.443128,0.137989,-0.565998,-0.426007,0.105008,-0.533464,,,,,,
609,5.075000,-58.689453,-21.851984,60.283421,-0.418849,0.090557,-0.528526,0.000279,-0.050755,-0.056242,-0.037863,0.757621,0.042138,0.044624,0.027206,0.851174,0.008617,0.011618,0.010657,0.952486,-0.382340,0.031448,-0.481108,-0.445781,0.136470,-0.568776,-0.428318,0.103900,-0.535745,,,,,,
610,5.083333,-61.248867,-17.209038,62.443058,-0.420317,0.089351,-0.530137,0.000422,-0.050755,-0.056242,-0.037863,0.757621,0.042138,0.044624,0.027206,0.851174,0.008617,0.011618,0.010657,0.952486,-0.383270,0.031441,-0.482104,-0.447801,0.134040,-0.570976,-0.429718,0.102788,-0.537410,,,,,,
611,5.091667,-58.552158,-27.028152,59.249275,-0.420747,0.088835,-0.530841,0.000389,-0.050755,-0.056242,-0.037863,0.774759,0.042138,0.044624,0.027206,0.771541,0.008617,0.011618,0.010657,0.930238,-0.383162,0.031671,-0.481758,-0.448311,0.133011,-0.572128,-0.430647,0.101979,-0.538695,,,,,,
612,5.100000,-59.555466,-25.038202,60.112579,-0.421662,0.088221,-0.531944,0.000406,-0.050755,-0.056242,-0.037863,0.774759,0.042138,0.044624,0.027206,0.771541,0.008617,0.011618,0.010657,0.930238,-0.383803,0.031702,-0.482723,-0.449446,0.131991,-0.573488,-0.431581,0.101175,-0.539693,,,,,,
613,5.108333,-62.212841,-18.908195,62.277473,-0.422148,0.087561,-0.532601,0.000566,-0.050755,-0.056242,-0.037863,0.584883,0.042138,0.044624,0.027206,0.701791,0.008617,0.011618,0.010657,0.913967,-0.384348,0.031515,-0.483175,-0.450038,0.130639,-0.574471,-0.431857,0.100789,-0.540251,,,,,,
614,5.116667,-60.094669,-24.810169,59.642250,-0.421633,0.088142,-0.532396,0.000622,-0.050755,-0.056242,-0.037863,0.584883,0.042138,0.044624,0.027206,0.701791,0.008617,0.011618,0.010657,0.913967,-0.384125,0.032027,-0.482882,-0.448970,0.131464,-0.574139,-0.431590,0.101215,-0.540270,,,,,,
615,5.125000,-58.978474,-26.016277,58.535706,-0.421775,0.089161,-0.532741,0.000597,-0.050755,-0.056242,-0.037863,0.565685,0.042138,0.044624,0.027206,0.652511,0.008617,0.011618,0.010657,0.920009,-0.385007,0.031973,-0.483865,-0.448511,0.133401,-0.573934,-0.431605,0.102379,-0.540523,,,,,,
616,5.133333,-61.855759,-14.495818,62.197235,-0.421668,0.090053,-0.532989,0.000563,-0.050755,-0.056242,-0.037863,0.535367,0.042138,0.044624,0.027206,0.725800,0.008617,0.011618,0.010657,0.862609,-0.386035,0.031364,-0.485245,-0.447961,0.135315,-0.573755,-0.430819,0.103741,-0.540061,,,,,,
617,5.141667,-57.588940,-23.979383,57.180027,-0.420018,0.091806,-0.531723,0.000574,-0.050755,-0.056242,-0.037863,0.535367,0.042138,0.044624,0.027206,0.725800,0.008617,0.011618,0.010657,0.862609,-0.385662,0.031494,-0.484870,-0.444926,0.138474,-0.571371,-0.429286,0.105702,-0.539021,,,,,,
618,5.150000,-56.936111,-20.987446,56.846638,-0.418324,0.094067,-0.530443,0.000419,-0.050755,-0.056242,-0.037863,0.614209,0.042138,0.044624,0.027206,0.712911,0.008617,0.011618,0.010657,0.951623,-0.385911,0.031475,-0.485113,-0.441911,0.142656,-0.568997,-0.427002,0.108284,-0.537296,,,,,,
619,5.158333,-56.167423,-18.306667,57.127529,-0.416429,0.095743,-0.528412,0.000208,-0.050755,-0.056242,-0.037863,0.614209,0.042138,0.044624,0.027206,0.712911,0.008617,0.011618,0.010657,0.951623,-0.385463,0.030881,-0.484467,-0.439126,0.146121,-0.565905,-0.424627,0.110333,-0.534901,,,,,,
620,5.166667,-54.444012,-19.698050,56.031990,-0.414270,0.098176,-0.525808,0.000175,-0.050755,-0.056242,-0.037863,0.946436,0.042138,0.044624,0.027206,0.949123,0.008617,0.011618,0.010657,0.936949,-0.384456,0.031332,-0.483056,-0.436182,0.150334,-0.562278,-0.422184,0.112839,-0.532083,,,,,,
621,5.175000,-53.899586,-15.220529,57.352943,-0.412889,0.100195,-0.523865,0.000581,-0.050755,-0.056242,-0.037863,0.946436,0.042138,0.044624,0.027206,0.949123,0.008617,0.011618,0.010657,0.936949,-0.384285,0.031250,-0.482889,-0.433953,0.154549,-0.559097,-0.420520,0.114642,-0.529555,,,,,,
622,5.183333,-53.982956,-9.738255,58.475941,-0.410983,0.101438,-0.521705,0.000445,-0.050755,-0.056242,-0.037863,0.787535,0.042138,0.044624,0.027206,0.729327,0.008617,0.011618,0.010657,0.866909,-0.384008,0.030870,-0.482408,-0.430942,0.156757,-0.555651,-0.418075,0.116563,-0.527011,,,,,,
623,5.191667,-50.546593,-19.115396,53.046638,-0.408821,0.103000,-0.519553,0.000461,-0.050755,-0.056242,-0.037863,0.787535,0.042138,0.044624,0.027206,0.729327,0.008617,0.011618,0.010657,0.866909,-0.383354,0.031232,-0.481565,-0.427251,0.159542,-0.552254,-0.415921,0.118116,-0.524802,,,,,,
624,5.200000,-50.675987,-13.134374,54.548737,-0.406976,0.104153,-0.517783,0.000481,-0.050755,-0.056242,-0.037863,0.769858,0.042138,0.044624,0.027206,0.721694,0.008617,0.011618,0.010657,0.860075,-0.383027,0.031026,-0.481238,-0.424345,0.161727,-0.549468,-0.413631,0.119579,-0.522600,,,,,,
625,5.208333,-49.843018,-11.763228,53.922054,-0.405349,0.105196,-0.515904,0.000378,-0.050755,-0.056242,-0.037863,0.769858,0.042138,0.044624,0.027206,0.721694,0.008617,0.011618,0.010657,0.860075,-0.382797,0.031118,-0.480867,-0.421627,0.163467,-0.546416,-0.411671,0.120921,-0.520402,,,,,,
626,5.216667,-48.445736,-12.574973,52.303352,-0.403364,0.106629,-0.513606,0.000388,-0.050755,-0.056242,-0.037863,0.853659,0.042138,0.044624,0.027206,0.788648,0.008617,0.011618,0.010657,0.867463,-0.382390,0.031367,-0.480161,-0.418300,0.165947,-0.542835,-0.409447,0.122494,-0.517794,,,,,,
627,5.225000,-46.893829,-13.692851,50.276672,-0.401200,0.107957,-0.511143,0.000249,-0.050755,-0.056242,-0.037863,0.853659,0.042138,0.044624,0.027206,0.788648,0.008617,0.011618,0.010657,0.867463,-0.381991,0.031513,-0.479648,-0.414645,0.168098,-0.538808,-0.406988,0.124210,-0.514957,,,,,,
628,5.233333,-45.109634,-16.237677,47.117779,-0.398887,0.109161,-0.508463,0.000137,-0.050755,-0.056242,-0.037863,0.916249,0.042138,0.044624,0.027206,0.898203,0.008617,0.011618,0.010657,0.964048,-0.381709,0.031740,-0.479413,-0.410631,0.169814,-0.534093,-0.404293,0.125978,-0.511896,,,,,,
629,5.241667,-43.044720,-23.266302,41.933926,-0.397029,0.111390,-0.506758,0.000239,-0.050755,-0.056242,-0.037863,0.916249,0.042138,0.044624,0.027206,0.898203,0.008617,0.011618,0.010657,0.964048,-0.382080,0.032351,-0.480581,-0.406780,0.173094,-0.529777,-0.402200,0.128772,-0.509930,,,,,,
630,5.250000,-40.311634,-14.200531,43.590790,-0.396646,0.115843,-0.507500,0.000156,-0.050755,-0.056242,-0.037863,0.974672,0.042138,0.044624,0.027206,0.895495,0.008617,0.011618,0.010657,0.908002,-0.385320,0.034709,-0.486162,-0.403775,0.179312,-0.527087,-0.400832,0.133531,-0.509258,,,,,,
631,5.258333,-38.106770,-3.066963,46.741360,-0.395722,0.121323,-0.507361,0.000277,-0.050755,-0.056242,-0.037863,0.897501,0.042138,0.044624,0.027206,0.921590,0.008617,0.011618,0.010657,0.829963,-0.387333,0.039142,-0.490256,-0.400729,0.186472,-0.523857,-0.399090,0.138382,-0.507976,,,,,,
632,5.266667,-36.477951,-8.333947,43.543858,-0.393404,0.125438,-0.505013,0.000186,-0.050755,-0.056242,-0.037863,0.897501,0.042138,0.044624,0.027206,0.921590,0.008617,0.011618,0.010657,0.829963,-0.385765,0.042771,-0.489928,-0.397618,0.190812,-0.519809,-0.396806,0.142769,-0.505311,,,,,,
633,5.275000,-36.049610,-5.074592,45.149483,-0.390267,0.128505,-0.501433,0.000206,-0.050755,-0.056242,-0.037863,0.901262,0.042138,0.044624,0.027206,0.959021,0.008617,0.011618,0.010657,0.876660,-0.382651,0.045697,-0.487143,-0.394583,0.194100,-0.515692,-0.393548,0.145750,-0.501471,,,,,,
634,5.283333,-36.403419,-9.900465,43.688354,-0.385668,0.130044,-0.496372,0.000198,-0.050755,-0.056242,-0.037863,0.901262,0.042138,0.044624,0.027206,0.959021,0.008617,0.011618,0.010657,0.876660,-0.376904,0.047446,-0.481166,-0.390828,0.195334,-0.511170,-0.389251,0.147385,-0.496788,,,,,,
635,5.291667,-37.077038,-17.396957,40.951607,-0.380930,0.130438,-0.491029,0.000136,-0.050755,-0.056242,-0.037863,0.917226,0.042138,0.044624,0.027206,0.923044,0.008617,0.011618,0.010657,0.973317,-0.370834,0.048232,-0.474594,-0.386835,0.195298,-0.506575,-0.385095,0.147826,-0.491927,,,,,,
636,5.300000,-37.136570,-16.295837,41.717152,-0.377281,0.131011,-0.486976,0.000147,-0.050755,-0.056242,-0.037863,0.917226,0.042138,0.044624,0.027206,0.923044,0.008617,0.011618,0.010657,0.973317,-0.366828,0.048962,-0.470405,-0.383512,0.195694,-0.502695,-0.381469,0.148436,-0.487841,,,,,,
637,5.308333,-37.078011,-14.626936,42.415146,-0.374597,0.131573,-0.483447,0.000132,-0.050755,-0.056242,-0.037863,0.899595,0.042138,0.044624,0.027206,0.926804,0.008617,0.011618,0.010657,0.978405,-0.364357,0.049436,-0.466984,-0.380696,0.196369,-0.499155,-0.378711,0.148963,-0.484214,,,,,,
638,5.316667,-37.137764,-11.426760,43.810299,-0.372075,0.131463,-0.479595,0.000204,-0.050755,-0.056242,-0.037863,0.899595,0.042138,0.044624,0.027206,0.926804,0.008617,0.011618,0.010657,0.978405,-0.362135,0.049292,-0.463133,-0.378028,0.196509,-0.495384,-0.376041,0.148623,-0.480279,,,,,,
639,5.325000,-37.724766,-11.124689,44.011246,-0.369018,0.130050,-0.474847,0.000170,-0.050755,-0.056242,-0.037863,0.911651,0.042138,0.044624,0.027206,0.975746,0.008617,0.011618,0.010657,0.922065,-0.359003,0.048033,-0.457560,-0.375023,0.194876,-0.491333,-0.373009,0.147275,-0.475657,,,,,,
640,5.333333,-38.828194,-13.140790,43.703564,-0.365160,0.127483,-0.469223,0.000186,-0.050755,-0.056242,-0.037863,0.911651,0.042138,0.044624,0.027206,0.975746,0.008617,0.011618,0.010657,0.922065,-0.354316,0.045936,-0.450107,-0.371760,0.191960,-0.487070,-0.369387,0.144578,-0.470498,,,,,,
641,5.341667,-39.934238,-16.094349,43.110504,-0.360928,0.123983,-0.463332,0.000114,-0.050755,-0.056242,-0.037863,0.955904,0.042138,0.044624,0.027206,0.977194,0.008617,0.011618,0.010657,0.969716,-0.349018,0.042950,-0.442336,-0.368293,0.187857,-0.482585,-0.365459,0.141163,-0.465078,,,,,,
642,5.350000,-40.957455,-16.497751,43.586281,-0.356893,0.120141,-0.457716,0.000188,-0.050755,-0.056242,-0.037863,0.955904,0.042138,0.044624,0.027206,0.977194,0.008617,0.011618,0.010657,0.969716,-0.343991,0.039884,-0.435140,-0.365064,0.183418,-0.478198,-0.361599,0.137168,-0.459823,,,,,,
643,5.358333,-41.624317,-18.687925,43.213413,-0.353267,0.115849,-0.452603,0.000123,-0.050755,-0.056242,-0.037863,0.928070,0.042138,0.044624,0.027206,0.918655,0.008617,0.011618,0.010657,0.972497,-0.339542,0.035964,-0.428801,-0.362063,0.178668,-0.473970,-0.358172,0.132956,-0.455051,,,,,,
644,5.366667,-41.999607,-23.956038,40.707619,-0.350300,0.111889,-0.448457,0.000218,-0.050755,-0.056242,-0.037863,0.928070,0.042138,0.044624,0.027206,0.918655,0.008617,0.011618,0.010657,0.972497,-0.336771,0.031795,-0.423945,-0.359182,0.174543,-0.469969,-0.354943,0.129334,-0.451461,,,,,,
645,5.375000,-41.097668,-13.396749,46.428596,-0.348990,0.113853,-0.447425,0.001048,-0.050755,-0.056242,-0.037863,0.352009,0.042138,0.044624,0.027206,0.366131,0.008617,0.011618,0.010657,0.747338,-0.336315,0.031825,-0.423697,-0.357381,0.179194,-0.468649,-0.353444,0.130216,-0.449834,,,,,,
646,5.383333,-40.984650,-0.739101,51.374664,-0.350088,0.115369,-0.447351,0.001032,-0.050755,-0.056242,-0.037863,0.765251,0.042138,0.044624,0.027206,0.409715,0.008617,0.011618,0.010657,0.501768,-0.338004,0.033793,-0.426255,-0.357951,0.181134,-0.466733,-0.354398,0.131014,-0.449016,,,,,,
647,5.391667,-40.060989,-4.276041,48.188850,-0.347755,0.114499,-0.444855,0.000116,-0.050755,-0.056242,-0.037863,0.765251,0.042138,0.044624,0.027206,0.409715,0.008617,0.011618,0.010657,0.501768,-0.336893,0.032939,-0.424789,-0.354838,0.178695,-0.463761,-0.351533,0.131858,-0.446014,,,,,,
648,5.400000,-41.252625,-37.899651,31.322548,-0.346543,0.115034,-0.443127,0.000744,-0.050755,-0.056242,-0.037863,0.526491,0.042138,0.044624,0.027206,0.635861,0.008617,0.011618,0.010657,0.793353,-0.335749,0.032394,-0.422539,-0.352692,0.180857,-0.460924,-0.351297,0.131641,-0.445861,,,,,,
649,5.408333,-40.824284,6.140046,53.100933,-0.346084,0.115538,-0.443033,0.000624,-0.050755,-0.056242,-0.037863,0.526491,0.042138,0.044624,0.027206,0.635861,0.008617,0.011618,0.010657,0.793353,-0.336362,0.032959,-0.423686,-0.352384,0.181344,-0.461459,-0.349595,0.132145,-0.443906,,,,,,
650,5.416667,-39.807400,-7.092311,45.996452,-0.344928,0.114538,-0.440454,0.000335,-0.050755,-0.056242,-0.037863,0.952328,0.042138,0.044624,0.027206,0.884603,0.008617,0.011618,0.010657,0.838470,-0.335108,0.033009,-0.420364,-0.351006,0.179143,-0.459146,-0.348668,0.131462,-0.441851,,,,,,
651,5.425000,-41.346954,-19.245628,41.670269,-0.341887,0.113681,-0.435787,0.000435,-0.050755,-0.056242,-0.037863,0.952328,0.042138,0.044624,0.027206,0.884603,0.008617,0.011618,0.010657,0.838470,-0.330553,0.032502,-0.412398,-0.348972,0.177811,-0.456614,-0.346182,0.130634,-0.438319,,,,,,
652,5.433333,-42.569698,-28.476856,38.352516,-0.340834,0.113265,-0.433053,0.000637,-0.050755,-0.056242,-0.037863,0.577095,0.042138,0.044624,0.027206,0.665024,0.008617,0.011618,0.010657,0.836452,-0.328234,0.032347,-0.407651,-0.348615,0.177425,-0.455161,-0.345750,0.129834,-0.436287,,,,,,
653,5.441667,-44.277885,-3.951617,50.027325,-0.340109,0.112299,-0.431704,0.000364,-0.050755,-0.056242,-0.037863,0.577095,0.042138,0.044624,0.027206,0.665024,0.008617,0.011618,0.010657,0.836452,-0.327117,0.032782,-0.405736,-0.348821,0.175214,-0.455169,-0.344402,0.128875,-0.434197,,,,,,
654,5.450000,-44.022614,-32.351799,37.277309,-0.339565,0.112087,-0.430946,0.000562,-0.050755,-0.056242,-0.037863,0.509999,0.042138,0.044624,0.027206,0.721092,0.008617,0.011618,0.010657,0.805830,-0.325895,0.031817,-0.403365,-0.348200,0.175362,-0.454574,-0.344707,0.128872,-0.434832,,,,,,
655,5.458333,-44.289616,-6.591605,49.377251,-0.340812,0.112211,-0.432732,0.000695,-0.050755,-0.056242,-0.037863,0.509999,0.042138,0.044624,0.027206,0.721092,0.008617,0.011618,0.010657,0.805830,-0.327407,0.032596,-0.406038,-0.349680,0.175703,-0.456620,-0.345407,0.128221,-0.435500,,,,,,
656,5.466667,-45.301300,-5.752950,50.094543,-0.341064,0.111093,-0.432807,0.000345,-0.050755,-0.056242,-0.037863,0.944658,0.042138,0.044624,0.027206,0.794060,0.008617,0.011618,0.010657,0.812220,-0.326904,0.032242,-0.405104,-0.350588,0.173429,-0.457670,-0.345721,0.127565,-0.435631,,,,,,
657,5.475000,-45.674427,-19.275152,45.379471,-0.340556,0.110079,-0.431755,0.000526,-0.050755,-0.056242,-0.037863,0.944658,0.042138,0.044624,0.027206,0.794060,0.008617,0.011618,0.010657,0.812220,-0.324624,0.032073,-0.401261,-0.351226,0.171815,-0.458346,-0.345884,0.126224,-0.435617,,,,,,
658,5.483333,-47.346752,-18.555925,46.938801,-0.340356,0.108859,-0.431182,0.000566,-0.050755,-0.056242,-0.037863,0.710099,0.042138,0.044624,0.027206,0.713361,0.008617,0.011618,0.010657,0.842544,-0.322997,0.032082,-0.398188,-0.352290,0.169511,-0.459757,-0.345855,0.124841,-0.435552,,,,,,
659,5.491667,-47.364937,-28.386602,43.291294,-0.341657,0.108148,-0.432568,0.000554,-0.050755,-0.056242,-0.037863,0.710099,0.042138,0.044624,0.027206,0.713361,0.008617,0.011618,0.010657,0.842544,-0.323251,0.031822,-0.398396,-0.354208,0.168344,-0.461729,-0.347606,0.124101,-0.437518,,,,,,
660,5.500000,-52.503403,2.655563,58.056896,-0.343596,0.107381,-0.435287,0.000538,-0.050755,-0.056242,-0.037863,0.922202,0.042138,0.044624,0.027206,0.624227,0.008617,0.011618,0.010657,0.648187,-0.324692,0.032173,-0.400896,-0.357132,0.166939,-0.465574,-0.349010,0.122949,-0.439359,,,,,,
661,5.508333,-50.393475,-15.329781,50.821030,-0.344448,0.105873,-0.436124,0.000444,-0.050755,-0.056242,-0.037863,0.870279,0.042138,0.044624,0.027206,0.754818,0.008617,0.011618,0.010657,0.821049,-0.323697,0.032082,-0.399551,-0.358995,0.164167,-0.467793,-0.350697,0.121288,-0.440997,,,,,,
662,5.516667,-53.191845,-14.217590,52.982430,-0.344641,0.103501,-0.436029,0.000222,-0.050755,-0.056242,-0.037863,0.870279,0.042138,0.044624,0.027206,0.754818,0.008617,0.011618,0.010657,0.821049,-0.321535,0.032357,-0.396283,-0.361160,0.159247,-0.470245,-0.351238,0.118876,-0.441549,,,,,,
663,5.525000,-55.797215,-17.058846,53.923164,-0.343834,0.101027,-0.434922,0.000130,-0.050755,-0.056242,-0.037863,0.899542,0.042138,0.044624,0.027206,0.989292,0.008617,0.011618,0.010657,0.923281,-0.317635,0.033506,-0.391519,-0.362593,0.153689,-0.472043,-0.351249,0.115928,-0.441220,,,,,,
664,5.533333,-54.898125,-36.026649,48.218353,-0.343605,0.098909,-0.434652,0.000360,-0.050755,-0.056242,-0.037863,0.899542,0.042138,0.044624,0.027206,0.989292,0.008617,0.011618,0.010657,0.923281,-0.314590,0.034527,-0.387945,-0.364156,0.148786,-0.473435,-0.352040,0.113466,-0.442599,,,,,,
665,5.541667,-56.531544,-28.558165,52.019855,-0.346088,0.097518,-0.438289,0.000179,-0.050755,-0.056242,-0.037863,0.871759,0.042138,0.044624,0.027206,0.852737,0.008617,0.011618,0.010657,0.956254,-0.316213,0.034241,-0.391122,-0.367495,0.146761,-0.477941,-0.354507,0.111629,-0.445837,,,,,,
666,5.550000,-56.514179,-27.736113,52.959229,-0.350373,0.095244,-0.443815,0.000102,-0.050755,-0.056242,-0.037863,0.871759,0.042138,0.044624,0.027206,0.852737,0.008617,0.011618,0.010657,0.956254,-0.320032,0.031892,-0.396620,-0.372216,0.144591,-0.483549,-0.358856,0.109271,-0.451283,,,,,,
667,5.558333,-64.743790,-3.445622,63.512947,-0.353110,0.092935,-0.447214,0.000504,-0.050755,-0.056242,-0.037863,0.493984,0.042138,0.044624,0.027206,0.878195,0.008617,0.011618,0.010657,0.668107,-0.322162,0.031721,-0.399672,-0.376025,0.140476,-0.488241,-0.361013,0.106822,-0.453818,,,,,,
668,5.566667,-58.804863,-31.631027,53.380268,-0.353413,0.091568,-0.447757,0.000330,-0.050755,-0.056242,-0.037863,0.493984,0.042138,0.044624,0.027206,0.878195,0.008617,0.011618,0.010657,0.668107,-0.320437,0.032840,-0.397219,-0.377133,0.137131,-0.489967,-0.362581,0.104867,-0.456142,,,,,,
