,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,"BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3",BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker3,BoomLeg_2406...:Marker3,BoomLeg_2406...:Marker3,Unlabeled 1254,Unlabeled 1254,Unlabeled 1254,Unlabeled 1256,Unlabeled 1256,Unlabeled 1256
,ID,"EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","C4C80","C4C80","C4C80","C4C90","C4C90","C4C90","C4C60","C4C60","C4C60","C4CC0","C4CC0","C4CC0","C4CE0","C4CE0","C4CE0"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1714,14.283333,8.889946,-55.088783,12.208405,-0.153786,0.147043,0.455668,0.000529,-0.050755,-0.056242,-0.037863,0.976156,0.042138,0.044624,0.027206,0.792249,0.008617,0.011618,0.010657,0.827022,-0.144350,0.090175,0.393509,-0.158102,0.192825,0.505640,-0.159029,0.158011,0.467975,,,,,,
1715,14.291667,9.030108,-54.944225,12.411696,-0.153783,0.147051,0.455656,0.000529,-0.050755,-0.056242,-0.037863,0.976652,0.042138,0.044624,0.027206,0.793907,0.008617,0.011618,0.010657,0.828089,-0.144344,0.090180,0.393503,-0.158096,0.192848,0.505607,-0.159032,0.158006,0.467976,,,,,,
1716,14.300000,8.877189,-55.114986,12.179376,-0.153794,0.147032,0.455680,0.000530,-0.050755,-0.056242,-0.037863,0.976652,0.042138,0.044624,0.027206,0.793907,0.008617,0.011618,0.010657,0.828089,-0.144353,0.090172,0.393515,-0.158115,0.192805,0.505659,-0.159038,0.157998,0.467985,,,,,,
1717,14.308333,8.928959,-55.031189,12.275921,-0.153784,0.147051,0.455661,0.000525,-0.050755,-0.056242,-0.037863,0.978455,0.042138,0.044624,0.027206,0.798120,0.008617,0.011618,0.010657,0.829908,-0.144352,0.090182,0.393512,-0.158072,0.192855,0.505596,-0.159049,0.158000,0.467991,,,,,,
1718,14.316667,8.820111,-55.153027,12.110250,-0.153787,0.147054,0.455674,0.000524,-0.050755,-0.056242,-0.037863,0.978455,0.042138,0.044624,0.027206,0.798120,0.008617,0.011618,0.010657,0.829908,-0.144362,0.090191,0.393527,-0.158100,0.192826,0.505647,-0.159017,0.158032,0.467963,,,,,,
1719,14.325000,8.961522,-55.002583,12.319120,-0.153783,0.147051,0.455662,0.000530,-0.050755,-0.056242,-0.037863,0.977962,0.042138,0.044624,0.027206,0.795959,0.008617,0.011618,0.010657,0.828174,-0.144350,0.090182,0.393513,-0.158075,0.192858,0.505604,-0.159045,0.157997,0.467986,,,,,,
1720,14.333333,8.741330,-55.226719,12.007357,-0.153791,0.147039,0.455675,0.000531,-0.050755,-0.056242,-0.037863,0.977962,0.042138,0.044624,0.027206,0.795959,0.008617,0.011618,0.010657,0.828174,-0.144355,0.090169,0.393516,-0.158095,0.192822,0.505646,-0.159045,0.158007,0.467982,,,,,,
1721,14.341667,8.902245,-55.082352,12.218985,-0.153793,0.147042,0.455675,0.000530,-0.050755,-0.056242,-0.037863,0.976586,0.042138,0.044624,0.027206,0.792814,0.008617,0.011618,0.010657,0.827491,-0.144354,0.090182,0.393511,-0.158106,0.192822,0.505646,-0.159042,0.158003,0.467987,,,,,,
1722,14.350000,8.913736,-55.030174,12.262983,-0.153790,0.147050,0.455661,0.000520,-0.050755,-0.056242,-0.037863,0.976586,0.042138,0.044624,0.027206,0.792814,0.008617,0.011618,0.010657,0.827491,-0.144373,0.090177,0.393528,-0.158075,0.192854,0.505595,-0.159039,0.158006,0.467970,,,,,,
1723,14.358333,8.915717,-55.036495,12.264830,-0.153778,0.147054,0.455656,0.000524,-0.050755,-0.056242,-0.037863,0.977700,0.042138,0.044624,0.027206,0.796799,0.008617,0.011618,0.010657,0.829541,-0.144350,0.090177,0.393512,-0.158072,0.192856,0.505594,-0.159033,0.158013,0.467979,,,,,,
1724,14.366667,8.853302,-55.089233,12.182618,-0.153781,0.147054,0.455654,0.000528,-0.050755,-0.056242,-0.037863,0.977700,0.042138,0.044624,0.027206,0.796799,0.008617,0.011618,0.010657,0.829541,-0.144358,0.090173,0.393509,-0.158073,0.192857,0.505599,-0.159035,0.158018,0.467971,,,,,,
1725,14.375000,8.861934,-55.122234,12.163320,-0.153778,0.147052,0.455662,0.000529,-0.050755,-0.056242,-0.037863,0.976428,0.042138,0.044624,0.027206,0.792396,0.008617,0.011618,0.010657,0.826820,-0.144340,0.090191,0.393499,-0.158094,0.192828,0.505637,-0.159021,0.158020,0.467967,,,,,,
1726,14.383333,8.860527,-55.106758,12.170175,-0.153777,0.147050,0.455662,0.000527,-0.050755,-0.056242,-0.037863,0.975646,0.042138,0.044624,0.027206,0.792380,0.008617,0.011618,0.010657,0.827988,-0.144349,0.090180,0.393501,-0.158086,0.192832,0.505632,-0.159021,0.158020,0.467971,,,,,,
1727,14.391667,8.994032,-54.956249,12.373284,-0.153775,0.147067,0.455649,0.000525,-0.050755,-0.056242,-0.037863,0.975646,0.042138,0.044624,0.027206,0.792380,0.008617,0.011618,0.010657,0.827988,-0.144355,0.090186,0.393508,-0.158077,0.192866,0.505590,-0.159015,0.158033,0.467966,,,,,,
1728,14.400000,8.853692,-55.125553,12.153639,-0.153782,0.147055,0.455665,0.000528,-0.050755,-0.056242,-0.037863,0.976459,0.042138,0.044624,0.027206,0.792763,0.008617,0.011618,0.010657,0.826087,-0.144350,0.090191,0.393508,-0.158097,0.192830,0.505639,-0.159018,0.158029,0.467964,,,,,,
1729,14.408333,8.776648,-55.198986,12.048358,-0.153778,0.147055,0.455667,0.000525,-0.050755,-0.056242,-0.037863,0.976459,0.042138,0.044624,0.027206,0.792763,0.008617,0.011618,0.010657,0.826087,-0.144348,0.090189,0.393508,-0.158095,0.192822,0.505643,-0.159015,0.158037,0.467966,,,,,,
1730,14.416667,8.860175,-55.144753,12.147936,-0.153788,0.147057,0.455667,0.000526,-0.050755,-0.056242,-0.037863,0.976649,0.042138,0.044624,0.027206,0.793171,0.008617,0.011618,0.010657,0.828235,-0.144335,0.090208,0.393492,-0.158109,0.192828,0.505645,-0.159041,0.158020,0.467980,,,,,,
1731,14.425000,9.031714,-54.926826,12.416577,-0.153777,0.147068,0.455652,0.000526,-0.050755,-0.056242,-0.037863,0.976649,0.042138,0.044624,0.027206,0.793171,0.008617,0.011618,0.010657,0.828235,-0.144350,0.090199,0.393500,-0.158074,0.192870,0.505595,-0.159027,0.158022,0.467977,,,,,,
1732,14.433333,9.043717,-54.894760,12.447948,-0.153773,0.147086,0.455649,0.000526,-0.050755,-0.056242,-0.037863,0.976071,0.042138,0.044624,0.027206,0.794765,0.008617,0.011618,0.010657,0.829298,-0.144357,0.090199,0.393504,-0.158065,0.192898,0.505587,-0.159022,0.158040,0.467976,,,,,,
1733,14.441667,8.800175,-55.176327,12.077226,-0.153786,0.147070,0.455665,0.000529,-0.050755,-0.056242,-0.037863,0.976071,0.042138,0.044624,0.027206,0.794765,0.008617,0.011618,0.010657,0.829298,-0.144353,0.090210,0.393500,-0.158094,0.192844,0.505642,-0.159035,0.158035,0.467972,,,,,,
1734,14.450000,9.041258,-54.970547,12.375313,-0.153786,0.147095,0.455657,0.000521,-0.050755,-0.056242,-0.037863,0.978678,0.042138,0.044624,0.027206,0.794366,0.008617,0.011618,0.010657,0.825793,-0.144347,0.090270,0.393473,-0.158092,0.192864,0.505636,-0.159039,0.158034,0.467977,,,,,,
1735,14.458333,8.841471,-55.134274,12.138435,-0.153784,0.147087,0.455668,0.000534,-0.050755,-0.056242,-0.037863,0.978678,0.042138,0.044624,0.027206,0.794366,0.008617,0.011618,0.010657,0.825793,-0.144350,0.090224,0.393507,-0.158096,0.192868,0.505648,-0.159030,0.158050,0.467970,,,,,,
1736,14.466667,8.863863,-55.117828,12.165471,-0.153778,0.147099,0.455661,0.000529,-0.050755,-0.056242,-0.037863,0.976886,0.042138,0.044624,0.027206,0.792776,0.008617,0.011618,0.010657,0.826612,-0.144343,0.090240,0.393499,-0.158092,0.192875,0.505635,-0.159019,0.158069,0.467965,,,,,,
1737,14.475000,9.169946,-54.816067,12.576481,-0.153777,0.147127,0.455642,0.000517,-0.050755,-0.056242,-0.037863,0.976886,0.042138,0.044624,0.027206,0.792776,0.008617,0.011618,0.010657,0.826612,-0.144351,0.090287,0.393481,-0.158074,0.192916,0.505592,-0.159024,0.158064,0.467967,,,,,,
1738,14.483333,9.006831,-54.995964,12.331067,-0.153783,0.147124,0.455653,0.000520,-0.050755,-0.056242,-0.037863,0.978177,0.042138,0.044624,0.027206,0.793506,0.008617,0.011618,0.010657,0.825645,-0.144352,0.090294,0.393472,-0.158087,0.192892,0.505636,-0.159036,0.158064,0.467971,,,,,,
1739,14.491667,9.032613,-54.983601,12.362090,-0.153780,0.147140,0.455659,0.000515,-0.050755,-0.056242,-0.037863,0.978177,0.042138,0.044624,0.027206,0.793506,0.008617,0.011618,0.010657,0.825645,-0.144345,0.090312,0.393484,-0.158094,0.192900,0.505639,-0.159019,0.158093,0.467968,,,,,,
1740,14.500000,9.096271,-54.899830,12.458537,-0.153779,0.147157,0.455654,0.000520,-0.050755,-0.056242,-0.037863,0.976620,0.042138,0.044624,0.027206,0.792194,0.008617,0.011618,0.010657,0.825413,-0.144353,0.090320,0.393472,-0.158087,0.192928,0.505637,-0.159018,0.158105,0.467970,,,,,,
1741,14.508333,8.973447,-55.035839,12.280135,-0.153781,0.147166,0.455658,0.000521,-0.050755,-0.056242,-0.037863,0.978824,0.042138,0.044624,0.027206,0.794391,0.008617,0.011618,0.010657,0.825729,-0.144344,0.090343,0.393473,-0.158081,0.192935,0.505640,-0.159038,0.158105,0.467977,,,,,,
1742,14.516667,9.018324,-54.974056,12.351875,-0.153781,0.147178,0.455657,0.000518,-0.050755,-0.056242,-0.037863,0.978824,0.042138,0.044624,0.027206,0.794391,0.008617,0.011618,0.010657,0.825729,-0.144353,0.090345,0.393474,-0.158082,0.192947,0.505637,-0.159029,0.158123,0.467977,,,,,,
1743,14.525000,9.014022,-54.975929,12.352265,-0.153779,0.147183,0.455658,0.000517,-0.050755,-0.056242,-0.037863,0.976422,0.042138,0.044624,0.027206,0.792569,0.008617,0.011618,0.010657,0.825885,-0.144355,0.090338,0.393482,-0.158089,0.192950,0.505639,-0.159014,0.158143,0.467968,,,,,,
1744,14.533333,9.112539,-54.878666,12.485976,-0.153775,0.147193,0.455656,0.000516,-0.050755,-0.056242,-0.037863,0.976422,0.042138,0.044624,0.027206,0.792569,0.008617,0.011618,0.010657,0.825885,-0.144346,0.090363,0.393480,-0.158070,0.192975,0.505622,-0.159025,0.158128,0.467978,,,,,,
1745,14.541667,9.088925,-54.922523,12.442400,-0.153782,0.147195,0.455656,0.000514,-0.050755,-0.056242,-0.037863,0.978033,0.042138,0.044624,0.027206,0.793868,0.008617,0.011618,0.010657,0.826861,-0.144341,0.090368,0.393469,-0.158094,0.192962,0.505636,-0.159030,0.158140,0.467979,,,,,,
1746,14.550000,8.997530,-55.001041,12.320089,-0.153782,0.147202,0.455661,0.000514,-0.050755,-0.056242,-0.037863,0.978033,0.042138,0.044624,0.027206,0.793868,0.008617,0.011618,0.010657,0.826861,-0.144354,0.090371,0.393482,-0.158083,0.192967,0.505635,-0.159028,0.158153,0.467979,,,,,,
1747,14.558333,9.078649,-54.922985,12.431953,-0.153776,0.147206,0.455652,0.000520,-0.050755,-0.056242,-0.037863,0.978770,0.042138,0.044624,0.027206,0.794626,0.008617,0.011618,0.010657,0.825075,-0.144344,0.090378,0.393474,-0.158073,0.192985,0.505625,-0.159029,0.158140,0.467973,,,,,,
1748,14.566667,8.982803,-55.020012,12.301722,-0.153773,0.147212,0.455657,0.000514,-0.050755,-0.056242,-0.037863,0.978770,0.042138,0.044624,0.027206,0.794626,0.008617,0.011618,0.010657,0.825075,-0.144341,0.090380,0.393483,-0.158083,0.192975,0.505635,-0.159016,0.158166,0.467967,,,,,,
1749,14.575000,9.070981,-54.905800,12.435756,-0.153782,0.147210,0.455658,0.000519,-0.050755,-0.056242,-0.037863,0.977511,0.042138,0.044624,0.027206,0.792245,0.008617,0.011618,0.010657,0.824672,-0.144365,0.090367,0.393485,-0.158082,0.192989,0.505635,-0.159020,0.158158,0.467971,,,,,,
1750,14.583333,8.960748,-55.026577,12.282519,-0.153774,0.147222,0.455656,0.000517,-0.050755,-0.056242,-0.037863,0.977511,0.042138,0.044624,0.027206,0.792245,0.008617,0.011618,0.010657,0.824672,-0.144343,0.090381,0.393480,-0.158072,0.193001,0.505629,-0.159029,0.158167,0.467975,,,,,,
1751,14.591667,8.991977,-54.988770,12.326613,-0.153768,0.147227,0.455652,0.000516,-0.050755,-0.056242,-0.037863,0.977951,0.042138,0.044624,0.027206,0.793908,0.008617,0.011618,0.010657,0.824764,-0.144350,0.090384,0.393487,-0.158070,0.192998,0.505627,-0.159004,0.158184,0.467959,,,,,,
1752,14.600000,8.965249,-55.009243,12.291090,-0.153773,0.147229,0.455654,0.000517,-0.050755,-0.056242,-0.037863,0.977951,0.042138,0.044624,0.027206,0.793908,0.008617,0.011618,0.010657,0.824764,-0.144354,0.090386,0.393479,-0.158063,0.193008,0.505623,-0.159023,0.158179,0.467974,,,,,,
1753,14.608333,8.926509,-55.050014,12.239207,-0.153774,0.147229,0.455658,0.000516,-0.050755,-0.056242,-0.037863,0.978482,0.042138,0.044624,0.027206,0.795266,0.008617,0.011618,0.010657,0.826789,-0.144352,0.090385,0.393488,-0.158066,0.193006,0.505627,-0.159025,0.158180,0.467975,,,,,,
1754,14.616667,9.027852,-54.970470,12.362226,-0.153772,0.147234,0.455659,0.000516,-0.050755,-0.056242,-0.037863,0.978482,0.042138,0.044624,0.027206,0.795266,0.008617,0.011618,0.010657,0.826789,-0.144344,0.090403,0.393479,-0.158077,0.193002,0.505640,-0.159018,0.158181,0.467977,,,,,,
1755,14.625000,8.973859,-55.016914,12.291667,-0.153778,0.147226,0.455662,0.000516,-0.050755,-0.056242,-0.037863,0.978827,0.042138,0.044624,0.027206,0.795344,0.008617,0.011618,0.010657,0.826351,-0.144351,0.090395,0.393484,-0.158073,0.192997,0.505636,-0.159026,0.158175,0.467979,,,,,,
1756,14.633333,9.022876,-54.984898,12.350465,-0.153777,0.147233,0.455654,0.000517,-0.050755,-0.056242,-0.037863,0.977752,0.042138,0.044624,0.027206,0.794509,0.008617,0.011618,0.010657,0.826932,-0.144342,0.090404,0.393469,-0.158080,0.193002,0.505633,-0.159033,0.158173,0.467979,,,,,,
1757,14.641667,8.976109,-55.000145,12.304487,-0.153771,0.147234,0.455655,0.000513,-0.050755,-0.056242,-0.037863,0.977752,0.042138,0.044624,0.027206,0.794509,0.008617,0.011618,0.010657,0.826932,-0.144350,0.090394,0.393479,-0.158059,0.193014,0.505623,-0.159027,0.158177,0.467980,,,,,,
1758,14.650000,9.006573,-54.982140,12.339820,-0.153771,0.147236,0.455653,0.000516,-0.050755,-0.056242,-0.037863,0.979015,0.042138,0.044624,0.027206,0.794165,0.008617,0.011618,0.010657,0.825361,-0.144346,0.090402,0.393480,-0.158069,0.193008,0.505629,-0.159020,0.158179,0.467970,,,,,,
1759,14.658333,8.992855,-54.999634,12.317656,-0.153770,0.147237,0.455653,0.000515,-0.050755,-0.056242,-0.037863,0.979015,0.042138,0.044624,0.027206,0.794165,0.008617,0.011618,0.010657,0.825361,-0.144345,0.090404,0.393477,-0.158072,0.193005,0.505630,-0.159014,0.158190,0.467966,,,,,,
1760,14.666667,9.005992,-54.991604,12.336633,-0.153775,0.147235,0.455656,0.000515,-0.050755,-0.056242,-0.037863,0.977826,0.042138,0.044624,0.027206,0.793997,0.008617,0.011618,0.010657,0.826502,-0.144343,0.090399,0.393478,-0.158082,0.193002,0.505634,-0.159019,0.158187,0.467972,,,,,,
1761,14.675000,9.089382,-54.888344,12.461933,-0.153776,0.147236,0.455656,0.000516,-0.050755,-0.056242,-0.037863,0.977826,0.042138,0.044624,0.027206,0.793997,0.008617,0.011618,0.010657,0.826502,-0.144357,0.090398,0.393487,-0.158065,0.193023,0.505619,-0.159027,0.158172,0.467978,,,,,,
1762,14.683333,8.948496,-55.034874,12.263858,-0.153772,0.147236,0.455653,0.000517,-0.050755,-0.056242,-0.037863,0.978120,0.042138,0.044624,0.027206,0.793830,0.008617,0.011618,0.010657,0.826020,-0.144347,0.090397,0.393477,-0.158068,0.193012,0.505629,-0.159021,0.158186,0.467967,,,,,,
1763,14.691667,8.965662,-55.004471,12.297815,-0.153769,0.147244,0.455647,0.000518,-0.050755,-0.056242,-0.037863,0.978120,0.042138,0.044624,0.027206,0.793830,0.008617,0.011618,0.010657,0.826020,-0.144347,0.090401,0.393478,-0.158052,0.193034,0.505610,-0.159028,0.158183,0.467969,,,,,,
1764,14.700000,9.025672,-54.975239,12.360994,-0.153770,0.147244,0.455652,0.000515,-0.050755,-0.056242,-0.037863,0.979021,0.042138,0.044624,0.027206,0.795184,0.008617,0.011618,0.010657,0.826236,-0.144333,0.090416,0.393471,-0.158068,0.193020,0.505624,-0.159024,0.158185,0.467973,,,,,,
1765,14.708333,9.036341,-54.929821,12.389758,-0.153774,0.147235,0.455657,0.000517,-0.050755,-0.056242,-0.037863,0.979021,0.042138,0.044624,0.027206,0.795184,0.008617,0.011618,0.010657,0.826236,-0.144364,0.090394,0.393486,-0.158055,0.193019,0.505622,-0.159020,0.158177,0.467978,,,,,,
1766,14.716667,9.005763,-54.959579,12.352744,-0.153776,0.147242,0.455656,0.000518,-0.050755,-0.056242,-0.037863,0.977342,0.042138,0.044624,0.027206,0.793668,0.008617,0.011618,0.010657,0.826343,-0.144364,0.090392,0.393485,-0.158066,0.193026,0.505625,-0.159020,0.158192,0.467973,,,,,,
1767,14.725000,9.011103,-54.962837,12.353725,-0.153768,0.147244,0.455650,0.000517,-0.050755,-0.056242,-0.037863,0.977342,0.042138,0.044624,0.027206,0.793668,0.008617,0.011618,0.010657,0.826343,-0.144348,0.090402,0.393471,-0.158059,0.193025,0.505625,-0.159019,0.158187,0.467972,,,,,,
1768,14.733333,8.994061,-54.982937,12.329219,-0.153774,0.147238,0.455656,0.000516,-0.050755,-0.056242,-0.037863,0.978523,0.042138,0.044624,0.027206,0.794903,0.008617,0.011618,0.010657,0.825340,-0.144357,0.090397,0.393488,-0.158066,0.193016,0.505625,-0.159017,0.158188,0.467969,,,,,,
1769,14.741667,9.099665,-54.895626,12.461984,-0.153767,0.147247,0.455651,0.000513,-0.050755,-0.056242,-0.037863,0.978523,0.042138,0.044624,0.027206,0.794903,0.008617,0.011618,0.010657,0.825340,-0.144338,0.090420,0.393468,-0.158062,0.193023,0.505620,-0.159020,0.158185,0.467982,,,,,,
1770,14.750000,8.928492,-55.066914,12.228724,-0.153776,0.147236,0.455661,0.000514,-0.050755,-0.056242,-0.037863,0.978465,0.042138,0.044624,0.027206,0.793393,0.008617,0.011618,0.010657,0.824532,-0.144349,0.090402,0.393488,-0.158084,0.192998,0.505646,-0.159015,0.158194,0.467964,,,,,,
1771,14.758333,9.026107,-54.956806,12.372501,-0.153776,0.147242,0.455655,0.000515,-0.050755,-0.056242,-0.037863,0.978514,0.042138,0.044624,0.027206,0.795597,0.008617,0.011618,0.010657,0.827150,-0.144351,0.090403,0.393481,-0.158070,0.193021,0.505621,-0.159027,0.158187,0.467979,,,,,,
1772,14.766667,9.049685,-54.924316,12.412268,-0.153776,0.147242,0.455653,0.000514,-0.050755,-0.056242,-0.037863,0.978514,0.042138,0.044624,0.027206,0.795597,0.008617,0.011618,0.010657,0.827150,-0.144357,0.090394,0.393483,-0.158072,0.193023,0.505616,-0.159022,0.158190,0.467977,,,,,,
1773,14.775000,8.925367,-55.067707,12.223774,-0.153769,0.147249,0.455647,0.000516,-0.050755,-0.056242,-0.037863,0.978777,0.042138,0.044624,0.027206,0.794818,0.008617,0.011618,0.010657,0.826082,-0.144341,0.090417,0.393470,-0.158066,0.193017,0.505625,-0.159022,0.158197,0.467962,,,,,,
1774,14.783333,8.994644,-54.994263,12.324849,-0.153767,0.147244,0.455651,0.000517,-0.050755,-0.056242,-0.037863,0.978777,0.042138,0.044624,0.027206,0.794818,0.008617,0.011618,0.010657,0.826082,-0.144340,0.090409,0.393476,-0.158060,0.193023,0.505621,-0.159021,0.158186,0.467971,,,,,,
1775,14.791667,8.981038,-54.990799,12.315166,-0.153777,0.147240,0.455655,0.000517,-0.050755,-0.056242,-0.037863,0.978294,0.042138,0.044624,0.027206,0.794343,0.008617,0.011618,0.010657,0.825997,-0.144359,0.090396,0.393484,-0.158066,0.193022,0.505624,-0.159024,0.158189,0.467971,,,,,,
1776,14.800000,9.095098,-54.898270,12.461256,-0.153764,0.147253,0.455648,0.000516,-0.050755,-0.056242,-0.037863,0.978294,0.042138,0.044624,0.027206,0.794343,0.008617,0.011618,0.010657,0.825997,-0.144336,0.090422,0.393475,-0.158063,0.193031,0.505616,-0.159012,0.158191,0.467966,,,,,,
1777,14.808333,8.988253,-54.966892,12.335292,-0.153774,0.147241,0.455658,0.000517,-0.050755,-0.056242,-0.037863,0.979729,0.042138,0.044624,0.027206,0.795831,0.008617,0.011618,0.010657,0.826049,-0.144364,0.090394,0.393495,-0.158053,0.193030,0.505616,-0.159024,0.158185,0.467977,,,,,,
1778,14.816667,9.064958,-54.936852,12.412904,-0.153779,0.147245,0.455656,0.000518,-0.050755,-0.056242,-0.037863,0.979729,0.042138,0.044624,0.027206,0.795831,0.008617,0.011618,0.010657,0.826049,-0.144348,0.090412,0.393472,-0.158088,0.193014,0.505639,-0.159023,0.158192,0.467974,,,,,,
1779,14.825000,9.050312,-54.952454,12.393653,-0.153774,0.147247,0.455656,0.000517,-0.050755,-0.056242,-0.037863,0.978139,0.042138,0.044624,0.027206,0.794881,0.008617,0.011618,0.010657,0.825528,-0.144345,0.090415,0.393482,-0.158079,0.193018,0.505630,-0.159021,0.158191,0.467973,,,,,,
1780,14.833333,9.027483,-54.985710,12.353373,-0.153773,0.147245,0.455654,0.000516,-0.050755,-0.056242,-0.037863,0.978139,0.042138,0.044624,0.027206,0.794881,0.008617,0.011618,0.010657,0.825528,-0.144332,0.090428,0.393470,-0.158071,0.193016,0.505627,-0.159034,0.158179,0.467979,,,,,,
1781,14.841667,9.028901,-54.957867,12.373095,-0.153781,0.147241,0.455662,0.000522,-0.050755,-0.056242,-0.037863,0.979104,0.042138,0.044624,0.027206,0.794195,0.008617,0.011618,0.010657,0.824809,-0.144355,0.090406,0.393489,-0.158074,0.193023,0.505633,-0.159034,0.158178,0.467980,,,,,,
1782,14.850000,9.058877,-54.928440,12.413698,-0.153772,0.147249,0.455653,0.000515,-0.050755,-0.056242,-0.037863,0.979104,0.042138,0.044624,0.027206,0.794195,0.008617,0.011618,0.010657,0.824809,-0.144348,0.090409,0.393475,-0.158076,0.193021,0.505629,-0.159012,0.158202,0.467972,,,,,,
1783,14.858333,9.003117,-54.986572,12.335820,-0.153770,0.147246,0.455651,0.000520,-0.050755,-0.056242,-0.037863,0.978454,0.042138,0.044624,0.027206,0.793995,0.008617,0.011618,0.010657,0.825924,-0.144342,0.090410,0.393475,-0.158068,0.193022,0.505626,-0.159020,0.158190,0.467969,,,,,,
1784,14.866667,8.983077,-55.012947,12.307651,-0.153767,0.147246,0.455652,0.000515,-0.050755,-0.056242,-0.037863,0.978454,0.042138,0.044624,0.027206,0.793995,0.008617,0.011618,0.010657,0.825924,-0.144337,0.090407,0.393478,-0.158077,0.193013,0.505633,-0.159010,0.158199,0.467963,,,,,,
1785,14.875000,8.989976,-54.978622,12.334150,-0.153764,0.147256,0.455645,0.000518,-0.050755,-0.056242,-0.037863,0.978287,0.042138,0.044624,0.027206,0.794529,0.008617,0.011618,0.010657,0.826446,-0.144343,0.090407,0.393476,-0.158051,0.193046,0.505608,-0.159017,0.158200,0.467965,,,,,,
1786,14.883333,8.956868,-55.026848,12.275817,-0.153775,0.147245,0.455657,0.000513,-0.050755,-0.056242,-0.037863,0.977687,0.042138,0.044624,0.027206,0.794601,0.008617,0.011618,0.010657,0.827758,-0.144350,0.090403,0.393481,-0.158077,0.193011,0.505632,-0.159018,0.158204,0.467974,,,,,,
1787,14.891667,8.965286,-55.019642,12.289892,-0.153774,0.147251,0.455652,0.000517,-0.050755,-0.056242,-0.037863,0.977687,0.042138,0.044624,0.027206,0.794601,0.008617,0.011618,0.010657,0.827758,-0.144346,0.090408,0.393478,-0.158072,0.193029,0.505625,-0.159027,0.158198,0.467972,,,,,,
1788,14.900000,9.048023,-54.954075,12.387197,-0.153765,0.147251,0.455655,0.000517,-0.050755,-0.056242,-0.037863,0.978395,0.042138,0.044624,0.027206,0.794655,0.008617,0.011618,0.010657,0.825077,-0.144338,0.090422,0.393477,-0.158068,0.193019,0.505632,-0.159009,0.158196,0.467969,,,,,,
1789,14.908333,8.863832,-55.127502,12.146013,-0.153772,0.147252,0.455651,0.000515,-0.050755,-0.056242,-0.037863,0.978395,0.042138,0.044624,0.027206,0.794655,0.008617,0.011618,0.010657,0.825077,-0.144335,0.090415,0.393474,-0.158066,0.193028,0.505625,-0.159032,0.158200,0.467968,,,,,,
1790,14.916667,9.021070,-54.973133,12.354172,-0.153772,0.147249,0.455655,0.000518,-0.050755,-0.056242,-0.037863,0.977706,0.042138,0.044624,0.027206,0.793951,0.008617,0.011618,0.010657,0.826610,-0.144344,0.090416,0.393472,-0.158067,0.193025,0.505633,-0.159028,0.158187,0.467980,,,,,,
