Format Version,1.23,Take Name,BeigeRubber_240610_001,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-06-10 10.55.03.015 AM,Capture Start Frame,442731,Total Frames in Take,2249,Total Exported Frames,2249,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
48,0.400000,-55.004436,19.532000,79.460663,-0.831519,0.110536,-0.828266,0.000677,-0.050755,-0.056242,-0.037863,0.662837,0.042138,0.044624,0.027206,0.585805,0.008617,0.011618,0.010657,0.819910,-0.801626,0.033116,-0.808111,-0.855770,0.171307,-0.847680,-0.837419,0.126922,-0.828974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,0.408333,-55.077297,19.636770,79.527565,-0.831523,0.110530,-0.828263,0.000678,-0.050755,-0.056242,-0.037863,0.662837,0.042138,0.044624,0.027206,0.585805,0.008617,0.011618,0.010657,0.819910,-0.801670,0.033085,-0.808097,-0.855752,0.171312,-0.847677,-0.837407,0.126928,-0.828983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,0.416667,-55.024807,19.592922,79.478271,-0.831547,0.110522,-0.828265,0.000678,-0.050755,-0.056242,-0.037863,0.657699,0.042138,0.044624,0.027206,0.583845,0.008617,0.011618,0.010657,0.822685,-0.801703,0.033071,-0.808115,-0.855768,0.171308,-0.847673,-0.837431,0.126920,-0.828974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,0.425000,-55.055050,19.604406,79.507858,-0.831523,0.110543,-0.828261,0.000675,-0.050755,-0.056242,-0.037863,0.658930,0.042138,0.044624,0.027206,0.587808,0.008617,0.011618,0.010657,0.825018,-0.801657,0.033104,-0.808099,-0.855768,0.171310,-0.847674,-0.837404,0.126949,-0.828977,-0.805717,0.143650,-0.142485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,0.433333,-55.165497,19.757500,79.624924,-0.831517,0.110545,-0.828263,0.000674,-0.050755,-0.056242,-0.037863,0.661006,0.042138,0.044624,0.027206,0.590533,0.008617,0.011618,0.010657,0.825562,-0.801669,0.033105,-0.808104,-0.855766,0.171308,-0.847673,-0.837376,0.126959,-0.828979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,0.441667,-55.146275,19.749380,79.601501,-0.831535,0.110529,-0.828262,0.000684,-0.050755,-0.056242,-0.037863,0.661006,0.042138,0.044624,0.027206,0.590533,0.008617,0.011618,0.010657,0.825562,-0.801721,0.033057,-0.808102,-0.855752,0.171325,-0.847676,-0.837394,0.126937,-0.828975,-0.784977,0.163137,-0.143064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,0.450000,-55.141766,19.747070,79.597916,-0.831535,0.110527,-0.828260,0.000678,-0.050755,-0.056242,-0.037863,0.653271,0.042138,0.044624,0.027206,0.582331,0.008617,0.011618,0.010657,0.823734,-0.801714,0.033067,-0.808104,-0.855759,0.171311,-0.847669,-0.837394,0.126938,-0.828974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0.458333,-55.109882,19.697947,79.562965,-0.831508,0.110539,-0.828254,0.000679,-0.050755,-0.056242,-0.037863,0.657246,0.042138,0.044624,0.027206,0.584504,0.008617,0.011618,0.010657,0.821951,-0.801676,0.033083,-0.808094,-0.855730,0.171326,-0.847665,-0.837384,0.126938,-0.828969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,0.466667,-55.090225,19.679274,79.543823,-0.831512,0.110535,-0.828246,0.000678,-0.050755,-0.056242,-0.037863,0.656585,0.042138,0.044624,0.027206,0.585098,0.008617,0.011618,0.010657,0.823196,-0.801684,0.033075,-0.808090,-0.855731,0.171322,-0.847654,-0.837387,0.126939,-0.828960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,0.475000,-55.059620,19.630480,79.508133,-0.831493,0.110545,-0.828243,0.000677,-0.050755,-0.056242,-0.037863,0.656585,0.042138,0.044624,0.027206,0.585098,0.008617,0.011618,0.010657,0.823196,-0.801654,0.033091,-0.808082,-0.855715,0.171329,-0.847655,-0.837371,0.126946,-0.828960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,0.483333,-54.922295,19.481314,79.358154,-0.831494,0.110552,-0.828238,0.000676,-0.050755,-0.056242,-0.037863,0.657368,0.042138,0.044624,0.027206,0.585077,0.008617,0.011618,0.010657,0.823368,-0.801662,0.033102,-0.808089,-0.855697,0.171337,-0.847649,-0.837378,0.126954,-0.828942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,0.491667,-55.030922,19.628450,79.475868,-0.831472,0.110562,-0.828238,0.000677,-0.050755,-0.056242,-0.037863,0.657362,0.042138,0.044624,0.027206,0.583937,0.008617,0.011618,0.010657,0.822036,-0.801663,0.033094,-0.808086,-0.855663,0.171362,-0.847641,-0.837354,0.126961,-0.828953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0.500000,-55.079044,19.684647,79.526321,-0.831462,0.110567,-0.828230,0.000677,-0.050755,-0.056242,-0.037863,0.659572,0.042138,0.044624,0.027206,0.586037,0.008617,0.011618,0.010657,0.822278,-0.801649,0.033107,-0.808078,-0.855664,0.171358,-0.847637,-0.837334,0.126969,-0.828943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,0.508333,-55.025967,19.629528,79.481422,-0.831438,0.110582,-0.828223,0.000675,-0.050755,-0.056242,-0.037863,0.659572,0.042138,0.044624,0.027206,0.586037,0.008617,0.011618,0.010657,0.822278,-0.801622,0.033113,-0.808080,-0.855623,0.171390,-0.847612,-0.837331,0.126977,-0.828942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,0.516667,-55.065281,19.672878,79.519272,-0.831419,0.110593,-0.828217,0.000677,-0.050755,-0.056242,-0.037863,0.658459,0.042138,0.044624,0.027206,0.583563,0.008617,0.011618,0.010657,0.821581,-0.801605,0.033128,-0.808071,-0.855615,0.171393,-0.847615,-0.837298,0.126990,-0.828932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,0.525000,-55.060318,19.674829,79.511261,-0.831409,0.110597,-0.828215,0.000676,-0.050755,-0.056242,-0.037863,0.661974,0.042138,0.044624,0.027206,0.586295,0.008617,0.011618,0.010657,0.820730,-0.801597,0.033140,-0.808071,-0.855607,0.171392,-0.847612,-0.837287,0.126993,-0.828927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0.533333,-55.082207,19.714560,79.538345,-0.831402,0.110600,-0.828213,0.000674,-0.050755,-0.056242,-0.037863,0.661974,0.042138,0.044624,0.027206,0.586295,0.008617,0.011618,0.010657,0.820730,-0.801601,0.033133,-0.808074,-0.855581,0.171408,-0.847602,-0.837288,0.126991,-0.828931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,0.541667,-55.144196,19.789055,79.613693,-0.831419,0.110579,-0.828210,0.000690,-0.050755,-0.056242,-0.037863,0.660471,0.042138,0.044624,0.027206,0.582832,0.008617,0.011618,0.010657,0.819262,-0.801644,0.033067,-0.808069,-0.855597,0.171413,-0.847600,-0.837286,0.126982,-0.828927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0.550000,-54.986465,19.592026,79.438919,-0.831418,0.110595,-0.828213,0.000681,-0.050755,-0.056242,-0.037863,0.657312,0.042138,0.044624,0.027206,0.580688,0.008617,0.011618,0.010657,0.820501,-0.801613,0.033120,-0.808078,-0.855594,0.171411,-0.847607,-0.837304,0.126989,-0.828920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,0.558333,-55.011074,19.617104,79.468620,-0.831426,0.110597,-0.828226,0.000678,-0.050755,-0.056242,-0.037863,0.665179,0.042138,0.044624,0.027206,0.584948,0.008617,0.011618,0.010657,0.817708,-0.801597,0.033151,-0.808097,-0.855624,0.171396,-0.847620,-0.837313,0.126981,-0.828928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0.566667,-55.045197,19.646318,79.500496,-0.831453,0.110576,-0.828223,0.000679,-0.050755,-0.056242,-0.037863,0.665179,0.042138,0.044624,0.027206,0.584948,0.008617,0.011618,0.010657,0.817708,-0.801632,0.033112,-0.808078,-0.855642,0.171387,-0.847619,-0.837346,0.126964,-0.828938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0.575000,-54.984867,19.566328,79.434395,-0.831439,0.110587,-0.828235,0.000679,-0.050755,-0.056242,-0.037863,0.658415,0.042138,0.044624,0.027206,0.580076,0.008617,0.011618,0.010657,0.819129,-0.801610,0.033131,-0.808092,-0.855636,0.171388,-0.847637,-0.837334,0.126975,-0.828943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,0.583333,-55.038162,19.638725,79.482803,-0.831480,0.110568,-0.828228,0.000680,-0.050755,-0.056242,-0.037863,0.658394,0.042138,0.044624,0.027206,0.582481,0.008617,0.011618,0.010657,0.821152,-0.801671,0.033102,-0.808077,-0.855669,0.171373,-0.847633,-0.837359,0.126964,-0.828941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,0.591667,-55.018303,19.618147,79.465393,-0.831474,0.110579,-0.828233,0.000672,-0.050755,-0.056242,-0.037863,0.665663,0.042138,0.044624,0.027206,0.585713,0.008617,0.011618,0.010657,0.818944,-0.801646,0.033135,-0.808090,-0.855664,0.171373,-0.847630,-0.837367,0.126966,-0.828947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,0.600000,-54.987659,19.562153,79.426796,-0.831490,0.110571,-0.828234,0.000680,-0.050755,-0.056242,-0.037863,0.665663,0.042138,0.044624,0.027206,0.585713,0.008617,0.011618,0.010657,0.818944,-0.801674,0.033102,-0.808076,-0.855679,0.171373,-0.847643,-0.837378,0.126970,-0.828950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,0.608333,-54.900536,19.456701,79.334259,-0.831515,0.110557,-0.828237,0.000673,-0.050755,-0.056242,-0.037863,0.655599,0.042138,0.044624,0.027206,0.582032,0.008617,0.011618,0.010657,0.822724,-0.801694,0.033095,-0.808086,-0.855713,0.171339,-0.847642,-0.837401,0.126969,-0.828951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,0.616667,-55.074265,19.666471,79.524872,-0.831511,0.110561,-0.828247,0.000678,-0.050755,-0.056242,-0.037863,0.655857,0.042138,0.044624,0.027206,0.586085,0.008617,0.011618,0.010657,0.825437,-0.801692,0.033095,-0.808090,-0.855724,0.171347,-0.847651,-0.837382,0.126972,-0.828964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,0.625000,-55.047398,19.642296,79.500114,-0.831535,0.110547,-0.828250,0.000678,-0.050755,-0.056242,-0.037863,0.655857,0.042138,0.044624,0.027206,0.586085,0.008617,0.011618,0.010657,0.825437,-0.801709,0.033092,-0.808104,-0.855743,0.171337,-0.847651,-0.837413,0.126948,-0.828961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,0.633333,-55.004074,19.555319,79.456841,-0.831534,0.110543,-0.828251,0.000681,-0.050755,-0.056242,-0.037863,0.660194,0.042138,0.044624,0.027206,0.585813,0.008617,0.011618,0.010657,0.822473,-0.801685,0.033084,-0.808095,-0.855761,0.171324,-0.847657,-0.837417,0.126952,-0.828968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,0.641667,-54.969467,19.499649,79.424301,-0.831542,0.110543,-0.828254,0.000675,-0.050755,-0.056242,-0.037863,0.659865,0.042138,0.044624,0.027206,0.588340,0.008617,0.011618,0.010657,0.824686,-0.801664,0.033109,-0.808103,-0.855788,0.171309,-0.847662,-0.837434,0.126945,-0.828965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,0.650000,-55.026039,19.558407,79.481972,-0.831518,0.110544,-0.828245,0.000684,-0.050755,-0.056242,-0.037863,0.655285,0.042138,0.044624,0.027206,0.582792,0.008617,0.011618,0.010657,0.822416,-0.801646,0.033099,-0.808084,-0.855764,0.171325,-0.847662,-0.837411,0.126939,-0.828957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,0.658333,-54.966297,19.498453,79.416527,-0.831494,0.110558,-0.828239,0.000677,-0.050755,-0.056242,-0.037863,0.655285,0.042138,0.044624,0.027206,0.582792,0.008617,0.011618,0.010657,0.822416,-0.801614,0.033130,-0.808086,-0.855723,0.171339,-0.847650,-0.837404,0.126939,-0.828949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,0.666667,-55.039619,19.609755,79.490341,-0.831465,0.110570,-0.828226,0.000679,-0.050755,-0.056242,-0.037863,0.662649,0.042138,0.044624,0.027206,0.584118,0.008617,0.011618,0.010657,0.818690,-0.801624,0.033115,-0.808070,-0.855682,0.171360,-0.847634,-0.837352,0.126966,-0.828941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,0.675000,-55.029942,19.609350,79.486679,-0.831456,0.110571,-0.828228,0.000674,-0.050755,-0.056242,-0.037863,0.660581,0.042138,0.044624,0.027206,0.584273,0.008617,0.011618,0.010657,0.821519,-0.801612,0.033122,-0.808081,-0.855667,0.171361,-0.847625,-0.837348,0.126965,-0.828944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,0.683333,-54.976151,19.546560,79.425621,-0.831443,0.110574,-0.828224,0.000680,-0.050755,-0.056242,-0.037863,0.655278,0.042138,0.044624,0.027206,0.580934,0.008617,0.011618,0.010657,0.820752,-0.801615,0.033107,-0.808076,-0.855640,0.171378,-0.847626,-0.837339,0.126964,-0.828937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,0.691667,-55.203949,19.834803,79.674248,-0.831451,0.110569,-0.828222,0.000675,-0.050755,-0.056242,-0.037863,0.655278,0.042138,0.044624,0.027206,0.580934,0.008617,0.011618,0.010657,0.820752,-0.801626,0.033111,-0.808073,-0.855669,0.171358,-0.847613,-0.837316,0.126976,-0.828946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,0.700000,-55.115360,19.722763,79.582344,-0.831460,0.110565,-0.828218,0.000676,-0.050755,-0.056242,-0.037863,0.659388,0.042138,0.044624,0.027206,0.584987,0.008617,0.011618,0.010657,0.823579,-0.801618,0.033117,-0.808075,-0.855672,0.171361,-0.847610,-0.837347,0.126952,-0.828935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,0.708333,-55.016445,19.612247,79.473343,-0.831442,0.110582,-0.828218,0.000675,-0.050755,-0.056242,-0.037863,0.662698,0.042138,0.044624,0.027206,0.583202,0.008617,0.011618,0.010657,0.819208,-0.801607,0.033132,-0.808081,-0.855638,0.171383,-0.847611,-0.837336,0.126969,-0.828931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,0.716667,-55.019382,19.629753,79.470192,-0.831448,0.110573,-0.828218,0.000680,-0.050755,-0.056242,-0.037863,0.659369,0.042138,0.044624,0.027206,0.581534,0.008617,0.011618,0.010657,0.818259,-0.801642,0.033106,-0.808078,-0.855628,0.171386,-0.847614,-0.837338,0.126959,-0.828929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,0.725000,-54.963470,19.547272,79.413528,-0.831463,0.110571,-0.828225,0.000683,-0.050755,-0.056242,-0.037863,0.659369,0.042138,0.044624,0.027206,0.581534,0.008617,0.011618,0.010657,0.818259,-0.801641,0.033107,-0.808086,-0.855647,0.171385,-0.847624,-0.837367,0.126950,-0.828930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,0.733333,-55.108639,19.716803,79.579849,-0.831464,0.110572,-0.828220,0.000682,-0.050755,-0.056242,-0.037863,0.658382,0.042138,0.044624,0.027206,0.579730,0.008617,0.011618,0.010657,0.816780,-0.801627,0.033117,-0.808085,-0.855688,0.171365,-0.847615,-0.837342,0.126963,-0.828928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,0.741667,-55.059837,19.669340,79.509666,-0.831490,0.110567,-0.828215,0.000677,-0.050755,-0.056242,-0.037863,0.660197,0.042138,0.044624,0.027206,0.585168,0.008617,0.011618,0.010657,0.821409,-0.801679,0.033106,-0.808069,-0.855685,0.171363,-0.847615,-0.837368,0.126964,-0.828930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,0.750000,-55.010937,19.601347,79.455109,-0.831480,0.110574,-0.828222,0.000682,-0.050755,-0.056242,-0.037863,0.655979,0.042138,0.044624,0.027206,0.581972,0.008617,0.011618,0.010657,0.821212,-0.801671,0.033103,-0.808070,-0.855669,0.171380,-0.847628,-0.837365,0.126970,-0.828934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,0.758333,-55.067364,19.668941,79.526604,-0.831478,0.110570,-0.828227,0.000676,-0.050755,-0.056242,-0.037863,0.655979,0.042138,0.044624,0.027206,0.581972,0.008617,0.011618,0.010657,0.821212,-0.801645,0.033117,-0.808084,-0.855686,0.171364,-0.847621,-0.837364,0.126964,-0.828943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,0.766667,-55.069489,19.664852,79.527634,-0.831486,0.110563,-0.828224,0.000682,-0.050755,-0.056242,-0.037863,0.659241,0.042138,0.044624,0.027206,0.583465,0.008617,0.011618,0.010657,0.820612,-0.801655,0.033108,-0.808079,-0.855699,0.171360,-0.847626,-0.837367,0.126957,-0.828936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,0.775000,-55.059387,19.656258,79.514816,-0.831493,0.110572,-0.828229,0.000675,-0.050755,-0.056242,-0.037863,0.661792,0.042138,0.044624,0.027206,0.585394,0.008617,0.011618,0.010657,0.820096,-0.801659,0.033122,-0.808083,-0.855700,0.171363,-0.847626,-0.837382,0.126963,-0.828946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0.783333,-55.038734,19.638229,79.503708,-0.831482,0.110564,-0.828235,0.000679,-0.050755,-0.056242,-0.037863,0.661792,0.042138,0.044624,0.027206,0.585394,0.008617,0.011618,0.010657,0.820096,-0.801656,0.033099,-0.808101,-0.855697,0.171355,-0.847627,-0.837355,0.126972,-0.828943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,0.791667,-55.063679,19.656372,79.519447,-0.831479,0.110559,-0.828230,0.000682,-0.050755,-0.056242,-0.037863,0.657243,0.042138,0.044624,0.027206,0.585897,0.008617,0.011618,0.010657,0.824354,-0.801651,0.033098,-0.808080,-0.855680,0.171366,-0.847633,-0.837368,0.126946,-0.828944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,0.800000,-55.005116,19.590189,79.461700,-0.831490,0.110552,-0.828227,0.000683,-0.050755,-0.056242,-0.037863,0.655071,0.042138,0.044624,0.027206,0.580367,0.008617,0.011618,0.010657,0.820076,-0.801666,0.033081,-0.808084,-0.855689,0.171361,-0.847626,-0.837383,0.126942,-0.828938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,0.808333,-55.072304,19.688553,79.528091,-0.831475,0.110571,-0.828225,0.000681,-0.050755,-0.056242,-0.037863,0.659181,0.042138,0.044624,0.027206,0.582742,0.008617,0.011618,0.010657,0.819894,-0.801664,0.033106,-0.808083,-0.855669,0.171376,-0.847624,-0.837353,0.126964,-0.828934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,0.816667,-54.922371,19.506590,79.363327,-0.831466,0.110569,-0.828220,0.000681,-0.050755,-0.056242,-0.037863,0.659181,0.042138,0.044624,0.027206,0.582742,0.008617,0.011618,0.010657,0.819894,-0.801664,0.033091,-0.808078,-0.855633,0.171389,-0.847620,-0.837361,0.126960,-0.828930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,0.825000,-55.014153,19.614958,79.471916,-0.831461,0.110572,-0.828219,0.000677,-0.050755,-0.056242,-0.037863,0.655478,0.042138,0.044624,0.027206,0.579610,0.008617,0.011618,0.010657,0.820680,-0.801637,0.033112,-0.808083,-0.855653,0.171378,-0.847609,-0.837354,0.126962,-0.828932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,0.833333,-54.952927,19.552597,79.403305,-0.831456,0.110578,-0.828212,0.000675,-0.050755,-0.056242,-0.037863,0.657951,0.042138,0.044624,0.027206,0.581709,0.008617,0.011618,0.010657,0.821286,-0.801649,0.033105,-0.808077,-0.855628,0.171392,-0.847600,-0.837351,0.126972,-0.828926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,0.841667,-55.016457,19.639830,79.470634,-0.831439,0.110584,-0.828216,0.000675,-0.050755,-0.056242,-0.037863,0.663071,0.042138,0.044624,0.027206,0.584130,0.008617,0.011618,0.010657,0.818826,-0.801632,0.033123,-0.808086,-0.855617,0.171392,-0.847604,-0.837326,0.126973,-0.828927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,0.850000,-54.975330,19.582422,79.425232,-0.831438,0.110583,-0.828213,0.000681,-0.050755,-0.056242,-0.037863,0.663071,0.042138,0.044624,0.027206,0.584130,0.008617,0.011618,0.010657,0.818826,-0.801632,0.033116,-0.808079,-0.855608,0.171405,-0.847607,-0.837340,0.126958,-0.828920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,0.858333,-55.072701,19.702309,79.531189,-0.831443,0.110584,-0.828207,0.000680,-0.050755,-0.056242,-0.037863,0.660117,0.042138,0.044624,0.027206,0.579571,0.008617,0.011618,0.010657,0.815403,-0.801640,0.033114,-0.808070,-0.855624,0.171400,-0.847598,-0.837329,0.126969,-0.828920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,0.866667,-54.632271,19.132528,79.119812,-0.831361,0.110629,-0.828234,0.000668,-0.050755,-0.056242,-0.037863,0.677038,0.042138,0.044624,0.027206,0.591763,0.008617,0.011618,0.010657,0.814297,-0.801418,0.033239,-0.808169,-0.855602,0.171402,-0.847588,-0.837318,0.126987,-0.828914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,0.875000,-51.157478,14.196780,76.071800,-0.830604,0.111080,-0.828579,0.000689,-0.050755,-0.056242,-0.037863,0.905458,0.042138,0.044624,0.027206,0.687548,0.008617,0.011618,0.010657,0.726245,-0.799055,0.034719,-0.809222,-0.855593,0.171413,-0.847582,-0.837308,0.126973,-0.828916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,0.883333,,,,,,,,,,,,,,,,,,,,,,,-0.855569,0.171418,-0.847576,-0.837290,0.126998,-0.828915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,0.891667,,,,,,,,,,,,,,,,,,,,,,,-0.855573,0.171424,-0.847576,-0.836813,0.127281,-0.829131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,0.900000,,,,,,,,,,,,,,,,,,,,,,,-0.853091,0.172883,-0.848625,-0.831688,0.130417,-0.831333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,0.908333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,0.916667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,0.925000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,0.933333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,0.941667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,0.950000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,0.958333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,0.966667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,0.975000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,0.983333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,0.991667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1.008333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1.016667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1.025000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1.033333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1.041667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,1.050000,,,,,,,,,,,,,,,,,,,,,,,,,,-1.217392,-0.158101,-0.660198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1.058333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,1.066667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,1.075000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1.083333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
