Format Version,1.23,Take Name,BeigeRubber_240610_001,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-06-10 10.55.03.015 AM,Capture Start Frame,442731,Total Frames in Take,2249,Total Exported Frames,2249,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
1705,14.208333,20.780031,-18.280077,1.211657,-0.248541,0.143913,-0.289894,0.000534,-0.050755,-0.056242,-0.037863,0.936213,0.042138,0.044624,0.027206,0.811639,0.008617,0.011618,0.010657,0.768702,-0.283749,0.108625,-0.358117,-0.217531,0.173174,-0.237117,-0.244357,0.149928,-0.274453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,14.216667,20.752298,-18.303150,1.179568,-0.248536,0.143917,-0.289890,0.000537,-0.050755,-0.056242,-0.037863,0.935827,0.042138,0.044624,0.027206,0.812535,0.008617,0.011618,0.010657,0.767561,-0.283744,0.108639,-0.358107,-0.217521,0.173171,-0.237115,-0.244352,0.149932,-0.274453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,14.225000,20.757927,-18.306442,1.185626,-0.248544,0.143911,-0.289885,0.000533,-0.050755,-0.056242,-0.037863,0.935827,0.042138,0.044624,0.027206,0.812535,0.008617,0.011618,0.010657,0.767561,-0.283750,0.108628,-0.358111,-0.217533,0.173166,-0.237111,-0.244361,0.149927,-0.274440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,14.233333,20.758371,-18.313417,1.181330,-0.248537,0.143918,-0.289888,0.000540,-0.050755,-0.056242,-0.037863,0.936520,0.042138,0.044624,0.027206,0.812364,0.008617,0.011618,0.010657,0.769389,-0.283743,0.108639,-0.358114,-0.217523,0.173173,-0.237103,-0.244360,0.149927,-0.274452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,14.241667,20.794292,-18.267136,1.221629,-0.248546,0.143911,-0.289888,0.000536,-0.050755,-0.056242,-0.037863,0.935988,0.042138,0.044624,0.027206,0.814615,0.008617,0.011618,0.010657,0.768074,-0.283741,0.108641,-0.358112,-0.217544,0.173160,-0.237112,-0.244364,0.149921,-0.274445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,14.250000,20.794743,-18.262115,1.225866,-0.248544,0.143913,-0.289892,0.000533,-0.050755,-0.056242,-0.037863,0.935895,0.042138,0.044624,0.027206,0.814449,0.008617,0.011618,0.010657,0.770558,-0.283754,0.108625,-0.358113,-0.217542,0.173165,-0.237117,-0.244351,0.149934,-0.274450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,14.258333,20.793552,-18.259558,1.225143,-0.248539,0.143917,-0.289898,0.000535,-0.050755,-0.056242,-0.037863,0.935895,0.042138,0.044624,0.027206,0.814449,0.008617,0.011618,0.010657,0.770558,-0.283746,0.108634,-0.358116,-0.217536,0.173170,-0.237123,-0.244348,0.149935,-0.274459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,14.266667,20.753611,-18.298861,1.185677,-0.248546,0.143916,-0.289904,0.000537,-0.050755,-0.056242,-0.037863,0.935723,0.042138,0.044624,0.027206,0.811062,0.008617,0.011618,0.010657,0.768259,-0.283764,0.108622,-0.358120,-0.217528,0.173179,-0.237131,-0.244360,0.149933,-0.274467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,14.275000,20.756800,-18.296389,1.191603,-0.248552,0.143910,-0.289904,0.000535,-0.050755,-0.056242,-0.037863,0.936131,0.042138,0.044624,0.027206,0.813294,0.008617,0.011618,0.010657,0.768730,-0.283758,0.108622,-0.358121,-0.217542,0.173170,-0.237133,-0.244369,0.149927,-0.274462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,14.283333,20.808586,-18.232666,1.248405,-0.248552,0.143911,-0.289906,0.000535,-0.050755,-0.056242,-0.037863,0.936131,0.042138,0.044624,0.027206,0.813294,0.008617,0.011618,0.010657,0.768730,-0.283764,0.108615,-0.358120,-0.217538,0.173182,-0.237139,-0.244366,0.149924,-0.274466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,14.291667,20.716322,-18.327147,1.152548,-0.248549,0.143912,-0.289904,0.000535,-0.050755,-0.056242,-0.037863,0.936117,0.042138,0.044624,0.027206,0.811829,0.008617,0.011618,0.010657,0.768317,-0.283771,0.108612,-0.358113,-0.217524,0.173180,-0.237138,-0.244366,0.149931,-0.274466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,14.300000,20.776640,-18.265686,1.212759,-0.248543,0.143915,-0.289902,0.000536,-0.050755,-0.056242,-0.037863,0.935893,0.042138,0.044624,0.027206,0.810973,0.008617,0.011618,0.010657,0.768329,-0.283766,0.108615,-0.358113,-0.217522,0.173185,-0.237133,-0.244357,0.149930,-0.274462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,14.308333,20.777571,-18.267609,1.211777,-0.248547,0.143913,-0.289894,0.000536,-0.050755,-0.056242,-0.037863,0.935808,0.042138,0.044624,0.027206,0.812115,0.008617,0.011618,0.010657,0.768662,-0.283766,0.108618,-0.358107,-0.217531,0.173176,-0.237123,-0.244358,0.149930,-0.274457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,14.316667,20.775204,-18.273598,1.212649,-0.248550,0.143909,-0.289891,0.000538,-0.050755,-0.056242,-0.037863,0.935808,0.042138,0.044624,0.027206,0.812115,0.008617,0.011618,0.010657,0.768662,-0.283755,0.108619,-0.358105,-0.217540,0.173173,-0.237118,-0.244367,0.149923,-0.274454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,14.325000,20.804369,-18.244133,1.239756,-0.248549,0.143906,-0.289885,0.000534,-0.050755,-0.056242,-0.037863,0.935714,0.042138,0.044624,0.027206,0.812455,0.008617,0.011618,0.010657,0.767416,-0.283763,0.108612,-0.358102,-0.217543,0.173165,-0.237114,-0.244352,0.149928,-0.274445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,14.333333,20.772451,-18.277973,1.203789,-0.248548,0.143913,-0.289883,0.000538,-0.050755,-0.056242,-0.037863,0.935437,0.042138,0.044624,0.027206,0.812328,0.008617,0.011618,0.010657,0.768315,-0.283764,0.108623,-0.358097,-0.217535,0.173172,-0.237108,-0.244358,0.149931,-0.274449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,14.341667,20.809988,-18.235373,1.244219,-0.248551,0.143907,-0.289885,0.000536,-0.050755,-0.056242,-0.037863,0.935660,0.042138,0.044624,0.027206,0.812823,0.008617,0.011618,0.010657,0.769224,-0.283767,0.108615,-0.358099,-0.217540,0.173169,-0.237112,-0.244356,0.149925,-0.274449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,14.350000,20.732439,-18.324484,1.161713,-0.248553,0.143907,-0.289889,0.000537,-0.050755,-0.056242,-0.037863,0.935660,0.042138,0.044624,0.027206,0.812823,0.008617,0.011618,0.010657,0.769224,-0.283762,0.108624,-0.358106,-0.217534,0.173167,-0.237115,-0.244376,0.149919,-0.274450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,14.358333,20.745884,-18.307734,1.181097,-0.248555,0.143908,-0.289892,0.000536,-0.050755,-0.056242,-0.037863,0.935888,0.042138,0.044624,0.027206,0.811091,0.008617,0.011618,0.010657,0.766670,-0.283766,0.108614,-0.358108,-0.217544,0.173169,-0.237117,-0.244369,0.149928,-0.274457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,14.366667,20.723986,-18.321770,1.159173,-0.248558,0.143905,-0.289896,0.000532,-0.050755,-0.056242,-0.037863,0.936316,0.042138,0.044624,0.027206,0.813604,0.008617,0.011618,0.010657,0.769071,-0.283771,0.108614,-0.358108,-0.217542,0.173164,-0.237131,-0.244374,0.149925,-0.274454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,14.375000,20.763672,-18.270830,1.205481,-0.248566,0.143904,-0.289900,0.000534,-0.050755,-0.056242,-0.037863,0.936184,0.042138,0.044624,0.027206,0.811592,0.008617,0.011618,0.010657,0.768747,-0.283787,0.108600,-0.358107,-0.217544,0.173178,-0.237137,-0.244378,0.149923,-0.274460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,14.383333,20.798904,-18.250429,1.235504,-0.248568,0.143897,-0.289893,0.000536,-0.050755,-0.056242,-0.037863,0.936184,0.042138,0.044624,0.027206,0.811592,0.008617,0.011618,0.010657,0.768747,-0.283778,0.108605,-0.358108,-0.217567,0.173155,-0.237117,-0.244372,0.149919,-0.274458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1727,14.391667,20.768011,-18.269211,1.204736,-0.248568,0.143898,-0.289892,0.000533,-0.050755,-0.056242,-0.037863,0.936077,0.042138,0.044624,0.027206,0.815321,0.008617,0.011618,0.010657,0.769938,-0.283783,0.108607,-0.358100,-0.217558,0.173155,-0.237127,-0.244374,0.149921,-0.274453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,14.400000,20.785412,-18.259413,1.221629,-0.248552,0.143905,-0.289890,0.000534,-0.050755,-0.056242,-0.037863,0.936041,0.042138,0.044624,0.027206,0.812849,0.008617,0.011618,0.010657,0.768260,-0.283765,0.108613,-0.358104,-0.217540,0.173168,-0.237120,-0.244367,0.149919,-0.274450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,14.408333,20.784060,-18.274239,1.210529,-0.248557,0.143909,-0.289890,0.000535,-0.050755,-0.056242,-0.037863,0.936041,0.042138,0.044624,0.027206,0.812849,0.008617,0.011618,0.010657,0.768260,-0.283766,0.108629,-0.358110,-0.217544,0.173164,-0.237114,-0.244370,0.149923,-0.274450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,14.416667,20.770296,-18.277973,1.205433,-0.248554,0.143908,-0.289886,0.000535,-0.050755,-0.056242,-0.037863,0.935926,0.042138,0.044624,0.027206,0.812306,0.008617,0.011618,0.010657,0.768418,-0.283768,0.108615,-0.358101,-0.217537,0.173174,-0.237116,-0.244370,0.149923,-0.274448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,14.425000,20.821356,-18.231642,1.251356,-0.248552,0.143904,-0.289885,0.000536,-0.050755,-0.056242,-0.037863,0.936241,0.042138,0.044624,0.027206,0.811705,0.008617,0.011618,0.010657,0.768946,-0.283764,0.108620,-0.358106,-0.217539,0.173167,-0.237111,-0.244364,0.149917,-0.274443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,14.433333,20.774561,-18.286255,1.205384,-0.248553,0.143907,-0.289888,0.000536,-0.050755,-0.056242,-0.037863,0.935785,0.042138,0.044624,0.027206,0.812378,0.008617,0.011618,0.010657,0.769779,-0.283766,0.108615,-0.358110,-0.217547,0.173163,-0.237107,-0.244361,0.149929,-0.274451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,14.441667,20.753452,-18.298742,1.188115,-0.248554,0.143903,-0.289893,0.000534,-0.050755,-0.056242,-0.037863,0.935785,0.042138,0.044624,0.027206,0.812378,0.008617,0.011618,0.010657,0.769779,-0.283763,0.108613,-0.358109,-0.217539,0.173167,-0.237122,-0.244373,0.149918,-0.274451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,14.450000,20.737877,-18.323853,1.167555,-0.248557,0.143906,-0.289892,0.000538,-0.050755,-0.056242,-0.037863,0.936128,0.042138,0.044624,0.027206,0.812013,0.008617,0.011618,0.010657,0.768077,-0.283762,0.108622,-0.358113,-0.217540,0.173166,-0.237116,-0.244381,0.149917,-0.274454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,14.458333,20.738392,-18.314634,1.170124,-0.248558,0.143905,-0.289897,0.000535,-0.050755,-0.056242,-0.037863,0.936102,0.042138,0.044624,0.027206,0.812378,0.008617,0.011618,0.010657,0.768754,-0.283770,0.108616,-0.358113,-0.217542,0.173163,-0.237124,-0.244371,0.149925,-0.274459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,14.466667,20.740423,-18.312153,1.175496,-0.248562,0.143901,-0.289898,0.000536,-0.050755,-0.056242,-0.037863,0.935911,0.042138,0.044624,0.027206,0.811295,0.008617,0.011618,0.010657,0.767986,-0.283773,0.108608,-0.358114,-0.217545,0.173166,-0.237126,-0.244379,0.149919,-0.274461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,14.475000,20.760452,-18.289949,1.193613,-0.248561,0.143905,-0.289899,0.000533,-0.050755,-0.056242,-0.037863,0.935911,0.042138,0.044624,0.027206,0.811295,0.008617,0.011618,0.010657,0.767986,-0.283778,0.108611,-0.358117,-0.217541,0.173171,-0.237131,-0.244379,0.149920,-0.274455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,14.483333,20.794567,-18.248150,1.236899,-0.248561,0.143902,-0.289895,0.000536,-0.050755,-0.056242,-0.037863,0.936590,0.042138,0.044624,0.027206,0.810956,0.008617,0.011618,0.010657,0.768813,-0.283771,0.108603,-0.358107,-0.217555,0.173169,-0.237124,-0.244368,0.149923,-0.274458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,14.491667,20.789623,-18.256147,1.226686,-0.248553,0.143909,-0.289898,0.000536,-0.050755,-0.056242,-0.037863,0.936003,0.042138,0.044624,0.027206,0.812835,0.008617,0.011618,0.010657,0.768792,-0.283764,0.108616,-0.358112,-0.217542,0.173173,-0.237128,-0.244365,0.149926,-0.274459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,14.500000,20.812977,-18.228346,1.249628,-0.248556,0.143906,-0.289895,0.000537,-0.050755,-0.056242,-0.037863,0.935986,0.042138,0.044624,0.027206,0.809600,0.008617,0.011618,0.010657,0.767666,-0.283779,0.108606,-0.358108,-0.217533,0.173182,-0.237127,-0.244372,0.149915,-0.274455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,14.508333,20.820578,-18.227844,1.253748,-0.248558,0.143903,-0.289888,0.000534,-0.050755,-0.056242,-0.037863,0.935986,0.042138,0.044624,0.027206,0.809600,0.008617,0.011618,0.010657,0.767666,-0.283766,0.108619,-0.358106,-0.217550,0.173163,-0.237117,-0.244373,0.149913,-0.274444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,14.516667,20.777351,-18.276505,1.209937,-0.248551,0.143906,-0.289889,0.000533,-0.050755,-0.056242,-0.037863,0.936247,0.042138,0.044624,0.027206,0.812556,0.008617,0.011618,0.010657,0.768825,-0.283758,0.108620,-0.358109,-0.217540,0.173166,-0.237117,-0.244365,0.149922,-0.274448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,14.525000,20.853245,-18.193466,1.283017,-0.248554,0.143907,-0.289888,0.000539,-0.050755,-0.056242,-0.037863,0.935295,0.042138,0.044624,0.027206,0.812849,0.008617,0.011618,0.010657,0.769064,-0.283774,0.108620,-0.358104,-0.217547,0.173165,-0.237110,-0.244356,0.149922,-0.274454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,14.533333,20.757183,-18.283043,1.194807,-0.248555,0.143905,-0.289890,0.000535,-0.050755,-0.056242,-0.037863,0.935295,0.042138,0.044624,0.027206,0.812849,0.008617,0.011618,0.010657,0.769064,-0.283776,0.108605,-0.358099,-0.217540,0.173168,-0.237122,-0.244361,0.149929,-0.274452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,14.541667,20.765362,-18.287666,1.197871,-0.248558,0.143902,-0.289885,0.000537,-0.050755,-0.056242,-0.037863,0.936007,0.042138,0.044624,0.027206,0.813334,0.008617,0.011618,0.010657,0.769934,-0.283776,0.108607,-0.358102,-0.217541,0.173166,-0.237111,-0.244369,0.149921,-0.274449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,14.550000,20.781612,-18.267046,1.219702,-0.248558,0.143898,-0.289893,0.000535,-0.050755,-0.056242,-0.037863,0.936192,0.042138,0.044624,0.027206,0.813252,0.008617,0.011618,0.010657,0.768884,-0.283763,0.108607,-0.358110,-0.217551,0.173161,-0.237123,-0.244372,0.149914,-0.274453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,14.558333,20.796518,-18.242193,1.232380,-0.248561,0.143902,-0.289895,0.000536,-0.050755,-0.056242,-0.037863,0.935795,0.042138,0.044624,0.027206,0.812266,0.008617,0.011618,0.010657,0.769082,-0.283783,0.108606,-0.358106,-0.217544,0.173168,-0.237127,-0.244368,0.149920,-0.274458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,14.566667,20.779860,-18.257391,1.220403,-0.248559,0.143901,-0.289899,0.000536,-0.050755,-0.056242,-0.037863,0.935795,0.042138,0.044624,0.027206,0.812266,0.008617,0.011618,0.010657,0.769082,-0.283771,0.108607,-0.358108,-0.217543,0.173171,-0.237134,-0.244376,0.149914,-0.274460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,14.575000,20.806658,-18.240276,1.247203,-0.248560,0.143902,-0.289897,0.000537,-0.050755,-0.056242,-0.037863,0.936006,0.042138,0.044624,0.027206,0.812556,0.008617,0.011618,0.010657,0.767606,-0.283772,0.108602,-0.358113,-0.217543,0.173179,-0.237125,-0.244379,0.149910,-0.274459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,14.583333,20.809153,-18.222620,1.250657,-0.248555,0.143903,-0.289898,0.000536,-0.050755,-0.056242,-0.037863,0.936163,0.042138,0.044624,0.027206,0.811299,0.008617,0.011618,0.010657,0.767832,-0.283773,0.108605,-0.358107,-0.217534,0.173179,-0.237136,-0.244369,0.149915,-0.274459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,14.591667,20.790678,-18.250996,1.231273,-0.248563,0.143899,-0.289893,0.000536,-0.050755,-0.056242,-0.037863,0.935671,0.042138,0.044624,0.027206,0.811132,0.008617,0.011618,0.010657,0.769086,-0.283786,0.108591,-0.358105,-0.217548,0.173171,-0.237121,-0.244371,0.149919,-0.274457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,14.600000,20.835794,-18.203024,1.273029,-0.248554,0.143903,-0.289890,0.000535,-0.050755,-0.056242,-0.037863,0.935671,0.042138,0.044624,0.027206,0.811132,0.008617,0.011618,0.010657,0.769086,-0.283781,0.108600,-0.358104,-0.217538,0.173174,-0.237121,-0.244355,0.149923,-0.274453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,14.608333,20.769684,-18.280138,1.204646,-0.248554,0.143909,-0.289894,0.000535,-0.050755,-0.056242,-0.037863,0.935837,0.042138,0.044624,0.027206,0.811440,0.008617,0.011618,0.010657,0.770310,-0.283765,0.108618,-0.358110,-0.217545,0.173169,-0.237123,-0.244361,0.149932,-0.274457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,14.616667,20.740406,-18.312956,1.174035,-0.248549,0.143909,-0.289893,0.000536,-0.050755,-0.056242,-0.037863,0.936101,0.042138,0.044624,0.027206,0.810588,0.008617,0.011618,0.010657,0.767733,-0.283764,0.108614,-0.358110,-0.217529,0.173174,-0.237121,-0.244369,0.149923,-0.274453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,14.625000,20.746326,-18.303915,1.180370,-0.248559,0.143899,-0.289890,0.000537,-0.050755,-0.056242,-0.037863,0.936121,0.042138,0.044624,0.027206,0.810168,0.008617,0.011618,0.010657,0.766722,-0.283770,0.108609,-0.358105,-0.217536,0.173167,-0.237120,-0.244382,0.149910,-0.274451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,14.633333,20.749289,-18.301647,1.182844,-0.248556,0.143897,-0.289894,0.000536,-0.050755,-0.056242,-0.037863,0.936121,0.042138,0.044624,0.027206,0.810168,0.008617,0.011618,0.010657,0.766722,-0.283775,0.108601,-0.358108,-0.217546,0.173154,-0.237119,-0.244362,0.149923,-0.274459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,14.641667,20.739353,-18.301582,1.174641,-0.248551,0.143907,-0.289895,0.000536,-0.050755,-0.056242,-0.037863,0.935690,0.042138,0.044624,0.027206,0.813542,0.008617,0.011618,0.010657,0.767543,-0.283764,0.108618,-0.358103,-0.217534,0.173167,-0.237129,-0.244367,0.149923,-0.274459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,14.650000,20.719782,-18.327053,1.156532,-0.248561,0.143894,-0.289895,0.000537,-0.050755,-0.056242,-0.037863,0.935793,0.042138,0.044624,0.027206,0.811722,0.008617,0.011618,0.010657,0.767906,-0.283777,0.108597,-0.358106,-0.217542,0.173159,-0.237125,-0.244377,0.149915,-0.274460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,14.658333,20.791569,-18.259804,1.225751,-0.248556,0.143901,-0.289896,0.000536,-0.050755,-0.056242,-0.037863,0.935793,0.042138,0.044624,0.027206,0.811722,0.008617,0.011618,0.010657,0.767906,-0.283764,0.108613,-0.358114,-0.217545,0.173164,-0.237124,-0.244372,0.149913,-0.274454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,14.666667,20.757177,-18.290991,1.196366,-0.248560,0.143900,-0.289896,0.000534,-0.050755,-0.056242,-0.037863,0.936089,0.042138,0.044624,0.027206,0.812278,0.008617,0.011618,0.010657,0.768330,-0.283771,0.108602,-0.358111,-0.217549,0.173165,-0.237126,-0.244374,0.149919,-0.274456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,14.675000,20.759085,-18.282990,1.196019,-0.248556,0.143901,-0.289898,0.000536,-0.050755,-0.056242,-0.037863,0.936188,0.042138,0.044624,0.027206,0.811518,0.008617,0.011618,0.010657,0.767051,-0.283770,0.108608,-0.358110,-0.217535,0.173169,-0.237133,-0.244379,0.149911,-0.274456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,14.683333,20.741793,-18.307932,1.183752,-0.248551,0.143904,-0.289898,0.000532,-0.050755,-0.056242,-0.037863,0.936753,0.042138,0.044624,0.027206,0.811821,0.008617,0.011618,0.010657,0.769651,-0.283760,0.108601,-0.358115,-0.217537,0.173174,-0.237131,-0.244368,0.149924,-0.274453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,14.691667,20.780640,-18.266300,1.215755,-0.248550,0.143905,-0.289896,0.000535,-0.050755,-0.056242,-0.037863,0.936753,0.042138,0.044624,0.027206,0.811821,0.008617,0.011618,0.010657,0.769651,-0.283765,0.108612,-0.358110,-0.217538,0.173167,-0.237124,-0.244361,0.149922,-0.274459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,14.700000,20.787020,-18.252277,1.225330,-0.248562,0.143897,-0.289893,0.000534,-0.050755,-0.056242,-0.037863,0.935935,0.042138,0.044624,0.027206,0.812405,0.008617,0.011618,0.010657,0.768768,-0.283772,0.108608,-0.358104,-0.217548,0.173163,-0.237129,-0.244378,0.149909,-0.274453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,14.708333,20.778099,-18.268709,1.212353,-0.248557,0.143899,-0.289896,0.000534,-0.050755,-0.056242,-0.037863,0.935731,0.042138,0.044624,0.027206,0.814252,0.008617,0.011618,0.010657,0.770074,-0.283772,0.108608,-0.358109,-0.217550,0.173156,-0.237124,-0.244361,0.149923,-0.274459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,14.716667,20.752943,-18.305231,1.185396,-0.248550,0.143897,-0.289889,0.000531,-0.050755,-0.056242,-0.037863,0.936246,0.042138,0.044624,0.027206,0.813677,0.008617,0.011618,0.010657,0.770173,-0.283757,0.108608,-0.358109,-0.217543,0.173152,-0.237116,-0.244361,0.149919,-0.274446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,14.725000,20.797380,-18.248304,1.231172,-0.248555,0.143903,-0.289891,0.000532,-0.050755,-0.056242,-0.037863,0.936246,0.042138,0.044624,0.027206,0.813677,0.008617,0.011618,0.010657,0.770173,-0.283765,0.108617,-0.358108,-0.217541,0.173165,-0.237125,-0.244371,0.149915,-0.274446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,14.733333,20.748770,-18.305397,1.183828,-0.248559,0.143897,-0.289891,0.000533,-0.050755,-0.056242,-0.037863,0.936528,0.042138,0.044624,0.027206,0.813248,0.008617,0.011618,0.010657,0.768865,-0.283772,0.108602,-0.358107,-0.217549,0.173158,-0.237116,-0.244370,0.149920,-0.274453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,14.741667,20.793079,-18.254211,1.225240,-0.248557,0.143899,-0.289897,0.000534,-0.050755,-0.056242,-0.037863,0.936184,0.042138,0.044624,0.027206,0.811868,0.008617,0.011618,0.010657,0.768292,-0.283773,0.108610,-0.358113,-0.217539,0.173163,-0.237128,-0.244373,0.149911,-0.274454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,14.750000,20.777983,-18.271696,1.213438,-0.248553,0.143901,-0.289898,0.000533,-0.050755,-0.056242,-0.037863,0.936002,0.042138,0.044624,0.027206,0.814075,0.008617,0.011618,0.010657,0.768758,-0.283756,0.108615,-0.358115,-0.217547,0.173158,-0.237127,-0.244366,0.149917,-0.274459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,14.758333,20.816786,-18.222342,1.252611,-0.248558,0.143897,-0.289898,0.000532,-0.050755,-0.056242,-0.037863,0.936002,0.042138,0.044624,0.027206,0.814075,0.008617,0.011618,0.010657,0.768758,-0.283782,0.108598,-0.358111,-0.217538,0.173167,-0.237131,-0.244367,0.149911,-0.274459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
