,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,"BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3",BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker3,BoomLeg_2406...:Marker3,BoomLeg_2406...:Marker3,Unlabeled 1113,Unlabeled 1113,Unlabeled 1113,Unlabeled 1114,Unlabeled 1114,Unlabeled 1114
,ID,"EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","C40A0","C40A0","C40A0","C4070","C4070","C4070","C4090","C4090","C4090","C4030","C4030","C4030","C40B0","C40B0","C40B0"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
383,3.191667,-41.967762,-14.532846,56.453480,-0.492076,0.225268,-0.611580,0.000349,-0.050755,-0.056242,-0.037863,0.935676,0.042138,0.044624,0.027206,0.935134,0.008617,0.011618,0.010657,0.893348,-0.464365,0.149609,-0.586198,-0.512567,0.285068,-0.634427,-0.499281,0.241148,-0.614108,,,,,,
384,3.200000,-42.119740,-14.655264,56.220379,-0.491425,0.220460,-0.611106,0.000369,-0.050755,-0.056242,-0.037863,0.922227,0.042138,0.044624,0.027206,0.933075,0.008617,0.011618,0.010657,0.886126,-0.463915,0.144857,-0.585491,-0.511743,0.280247,-0.634139,-0.498595,0.236303,-0.613683,,,,,,
385,3.208333,-42.644608,-13.160932,56.691338,-0.490806,0.216171,-0.610636,0.000372,-0.050755,-0.056242,-0.037863,0.930512,0.042138,0.044624,0.027206,0.931959,0.008617,0.011618,0.010657,0.883826,-0.463560,0.140498,-0.584834,-0.510979,0.275968,-0.633823,-0.497862,0.232069,-0.613245,,,,,,
386,3.216667,-42.512718,-14.202297,56.121601,-0.490231,0.212254,-0.610156,0.000355,-0.050755,-0.056242,-0.037863,0.934475,0.042138,0.044624,0.027206,0.931576,0.008617,0.011618,0.010657,0.889232,-0.463116,0.136585,-0.584169,-0.510263,0.272027,-0.633462,-0.497300,0.228168,-0.612829,,,,,,
387,3.225000,-42.739819,-13.796012,56.129929,-0.489718,0.208690,-0.609713,0.000348,-0.050755,-0.056242,-0.037863,0.937086,0.042138,0.044624,0.027206,0.935538,0.008617,0.011618,0.010657,0.892389,-0.462819,0.132989,-0.583568,-0.509575,0.268478,-0.633164,-0.496747,0.224622,-0.612401,,,,,,
388,3.233333,-43.052788,-12.893025,56.364944,-0.489231,0.205425,-0.609241,0.000364,-0.050755,-0.056242,-0.037863,0.928228,0.042138,0.044624,0.027206,0.931389,0.008617,0.011618,0.010657,0.886207,-0.462541,0.129718,-0.582993,-0.508976,0.265207,-0.632783,-0.496157,0.221378,-0.611941,,,,,,
389,3.241667,-43.040611,-13.600598,55.990620,-0.488713,0.202470,-0.608771,0.000345,-0.050755,-0.056242,-0.037863,0.933617,0.042138,0.044624,0.027206,0.934914,0.008617,0.011618,0.010657,0.892316,-0.462090,0.126797,-0.582296,-0.508352,0.262215,-0.632477,-0.495680,0.218422,-0.611536,,,,,,
390,3.250000,-43.094738,-13.705824,55.870430,-0.488255,0.199741,-0.608323,0.000357,-0.050755,-0.056242,-0.037863,0.932717,0.042138,0.044624,0.027206,0.931857,0.008617,0.011618,0.010657,0.889394,-0.461722,0.124077,-0.581738,-0.507825,0.259480,-0.632101,-0.495197,0.215694,-0.611126,,,,,,
391,3.258333,-43.506561,-12.479527,56.286041,-0.487785,0.197298,-0.607910,0.000368,-0.050755,-0.056242,-0.037863,0.932717,0.042138,0.044624,0.027206,0.931857,0.008617,0.011618,0.010657,0.889394,-0.461434,0.121611,-0.581182,-0.507256,0.257055,-0.631812,-0.494646,0.213249,-0.610728,,,,,,
392,3.266667,-43.649704,-12.220613,56.336048,-0.487407,0.195060,-0.607536,0.000374,-0.050755,-0.056242,-0.037863,0.933475,0.042138,0.044624,0.027206,0.930118,0.008617,0.011618,0.010657,0.881140,-0.461121,0.119420,-0.580712,-0.506821,0.254783,-0.631517,-0.494261,0.211002,-0.610373,,,,,,
393,3.275000,-43.250156,-14.119093,55.388744,-0.487048,0.193047,-0.607172,0.000375,-0.050755,-0.056242,-0.037863,0.923444,0.042138,0.044624,0.027206,0.931157,0.008617,0.011618,0.010657,0.879613,-0.460890,0.117389,-0.580240,-0.506325,0.252800,-0.631189,-0.493914,0.208975,-0.610082,,,,,,
394,3.283333,-43.494591,-13.265510,55.691010,-0.486722,0.191210,-0.606840,0.000368,-0.050755,-0.056242,-0.037863,0.928636,0.042138,0.044624,0.027206,0.924083,0.008617,0.011618,0.010657,0.877638,-0.460660,0.115534,-0.579869,-0.505927,0.250963,-0.630917,-0.493558,0.207156,-0.609727,,,,,,
395,3.291667,-44.028992,-11.219860,56.524220,-0.486407,0.189484,-0.606506,0.000360,-0.050755,-0.056242,-0.037863,0.928193,0.042138,0.044624,0.027206,0.929829,0.008617,0.011618,0.010657,0.881202,-0.460466,0.113762,-0.579508,-0.505574,0.249228,-0.630632,-0.493163,0.205487,-0.609369,,,,,,
396,3.300000,-43.902874,-12.052011,56.137394,-0.486094,0.187781,-0.606196,0.000366,-0.050755,-0.056242,-0.037863,0.928662,0.042138,0.044624,0.027206,0.932727,0.008617,0.011618,0.010657,0.882715,-0.460154,0.112120,-0.579085,-0.505241,0.247480,-0.630395,-0.492868,0.203770,-0.609102,,,,,,
397,3.308333,-43.736778,-13.043673,55.710518,-0.485774,0.186068,-0.605924,0.000370,-0.050755,-0.056242,-0.037863,0.924474,0.042138,0.044624,0.027206,0.930930,0.008617,0.011618,0.010657,0.882971,-0.459800,0.110449,-0.578709,-0.504886,0.245757,-0.630207,-0.492620,0.202018,-0.608849,,,,,,
398,3.316667,-43.686630,-13.538785,55.415794,-0.485563,0.184319,-0.605674,0.000372,-0.050755,-0.056242,-0.037863,0.924759,0.042138,0.044624,0.027206,0.930836,0.008617,0.011618,0.010657,0.879511,-0.459678,0.108715,-0.578360,-0.504592,0.244029,-0.630015,-0.492399,0.200238,-0.608642,,,,,,
399,3.325000,-43.709236,-13.609269,55.309952,-0.485411,0.182522,-0.605473,0.000367,-0.050755,-0.056242,-0.037863,0.926572,0.042138,0.044624,0.027206,0.929822,0.008617,0.011618,0.010657,0.881621,-0.459623,0.106897,-0.578107,-0.504368,0.242230,-0.629846,-0.492221,0.198465,-0.608460,,,,,,
400,3.333333,-43.989738,-12.629054,55.597878,-0.485304,0.180736,-0.605298,0.000359,-0.050755,-0.056242,-0.037863,0.916868,0.042138,0.044624,0.027206,0.935383,0.008617,0.011618,0.010657,0.881294,-0.459689,0.105102,-0.577884,-0.504122,0.240453,-0.629740,-0.492081,0.196685,-0.608266,,,,,,
401,3.341667,-43.835354,-13.538704,55.099888,-0.485190,0.178863,-0.605131,0.000354,-0.050755,-0.056242,-0.037863,0.920047,0.042138,0.044624,0.027206,0.933280,0.008617,0.011618,0.010657,0.887749,-0.459690,0.103217,-0.577641,-0.503920,0.238574,-0.629645,-0.491942,0.194832,-0.608105,,,,,,
402,3.350000,-43.993820,-13.163341,55.197685,-0.485101,0.176899,-0.605002,0.000344,-0.050755,-0.056242,-0.037863,0.923222,0.042138,0.044624,0.027206,0.935944,0.008617,0.011618,0.010657,0.890300,-0.459695,0.101241,-0.577419,-0.503752,0.236603,-0.629584,-0.491835,0.192887,-0.607995,,,,,,
403,3.358333,-44.169960,-12.604625,55.403008,-0.485056,0.174822,-0.604915,0.000351,-0.050755,-0.056242,-0.037863,0.922964,0.042138,0.044624,0.027206,0.936296,0.008617,0.011618,0.010657,0.889954,-0.459704,0.099161,-0.577267,-0.503669,0.234510,-0.629536,-0.491774,0.190828,-0.607933,,,,,,
404,3.366667,-44.180794,-12.885435,55.193684,-0.485072,0.172661,-0.604873,0.000349,-0.050755,-0.056242,-0.037863,0.921618,0.042138,0.044624,0.027206,0.937500,0.008617,0.011618,0.010657,0.890228,-0.459817,0.097011,-0.577125,-0.503594,0.232349,-0.629584,-0.491786,0.188656,-0.607905,,,,,,
405,3.375000,-44.119572,-13.691109,54.751186,-0.485159,0.170427,-0.604838,0.000347,-0.050755,-0.056242,-0.037863,0.929415,0.042138,0.044624,0.027206,0.936420,0.008617,0.011618,0.010657,0.889884,-0.460021,0.094779,-0.576927,-0.503566,0.230124,-0.629670,-0.491872,0.186402,-0.607911,,,,,,
406,3.383333,-44.461910,-12.592787,55.150944,-0.485276,0.168164,-0.604829,0.000343,-0.050755,-0.056242,-0.037863,0.929415,0.042138,0.044624,0.027206,0.936420,0.008617,0.011618,0.010657,0.889884,-0.460237,0.092546,-0.576798,-0.503603,0.227834,-0.629761,-0.491965,0.184142,-0.607923,,,,,,
407,3.391667,-44.420887,-13.134113,54.802296,-0.485427,0.165896,-0.604836,0.000355,-0.050755,-0.056242,-0.037863,0.920674,0.042138,0.044624,0.027206,0.939532,0.008617,0.011618,0.010657,0.886025,-0.460510,0.090302,-0.576693,-0.503656,0.225543,-0.629836,-0.492094,0.181873,-0.607973,,,,,,
408,3.400000,-44.644382,-12.596671,54.955776,-0.485591,0.163648,-0.604863,0.000355,-0.050755,-0.056242,-0.037863,0.914849,0.042138,0.044624,0.027206,0.935718,0.008617,0.011618,0.010657,0.885295,-0.460781,0.088080,-0.576589,-0.503749,0.223266,-0.629971,-0.492217,0.179631,-0.608025,,,,,,
409,3.408333,-44.892345,-11.848894,55.232647,-0.485742,0.161393,-0.604937,0.000350,-0.050755,-0.056242,-0.037863,0.910687,0.042138,0.044624,0.027206,0.935536,0.008617,0.011618,0.010657,0.882525,-0.461026,0.085810,-0.576564,-0.503853,0.220993,-0.630131,-0.492322,0.177405,-0.608112,,,,,,
410,3.416667,-45.153389,-10.925205,55.600887,-0.485923,0.159160,-0.605072,0.000347,-0.050755,-0.056242,-0.037863,0.915988,0.042138,0.044624,0.027206,0.936484,0.008617,0.011618,0.010657,0.883546,-0.461284,0.083558,-0.576640,-0.504010,0.218749,-0.630325,-0.492451,0.175205,-0.608246,,,,,,
411,3.425000,-45.342834,-10.280665,55.786453,-0.486200,0.156908,-0.605221,0.000336,-0.050755,-0.056242,-0.037863,0.919013,0.042138,0.044624,0.027206,0.936966,0.008617,0.011618,0.010657,0.884315,-0.461719,0.081236,-0.576738,-0.504175,0.216523,-0.630527,-0.492686,0.172991,-0.608391,,,,,,
412,3.433333,-45.361160,-10.518416,55.565540,-0.486493,0.154678,-0.605359,0.000342,-0.050755,-0.056242,-0.037863,0.928684,0.042138,0.044624,0.027206,0.939079,0.008617,0.011618,0.010657,0.888196,-0.462149,0.079015,-0.576768,-0.504355,0.214289,-0.630735,-0.492952,0.170763,-0.608569,,,,,,
413,3.441667,-45.350594,-11.016100,55.265549,-0.486825,0.152436,-0.605496,0.000345,-0.050755,-0.056242,-0.037863,0.919484,0.042138,0.044624,0.027206,0.934511,0.008617,0.011618,0.010657,0.882750,-0.462559,0.076826,-0.576757,-0.504610,0.212019,-0.630969,-0.493284,0.168495,-0.608754,,,,,,
414,3.450000,-45.496506,-10.819655,55.284794,-0.487157,0.150208,-0.605663,0.000352,-0.050755,-0.056242,-0.037863,0.909571,0.042138,0.044624,0.027206,0.934819,0.008617,0.011618,0.010657,0.879872,-0.462961,0.074658,-0.576795,-0.504884,0.209747,-0.631245,-0.493598,0.166254,-0.608943,,,,,,
415,3.458333,-45.847626,-9.643098,55.771736,-0.487511,0.148017,-0.605860,0.000362,-0.050755,-0.056242,-0.037863,0.912165,0.042138,0.044624,0.027206,0.933853,0.008617,0.011618,0.010657,0.875714,-0.463399,0.072462,-0.576894,-0.505212,0.207540,-0.631526,-0.493899,0.164082,-0.609153,,,,,,
416,3.466667,-45.950546,-9.295224,55.879971,-0.487854,0.145889,-0.606090,0.000349,-0.050755,-0.056242,-0.037863,0.924583,0.042138,0.044624,0.027206,0.934892,0.008617,0.011618,0.010657,0.880061,-0.463832,0.070272,-0.577091,-0.505491,0.205440,-0.631792,-0.494220,0.161983,-0.609378,,,,,,
417,3.475000,-45.618069,-10.927484,55.028374,-0.488264,0.143807,-0.606315,0.000353,-0.050755,-0.056242,-0.037863,0.922547,0.042138,0.044624,0.027206,0.936237,0.008617,0.011618,0.010657,0.884950,-0.464355,0.068202,-0.577240,-0.505774,0.203355,-0.632066,-0.494651,0.159883,-0.609635,,,,,,
418,3.483333,-45.762089,-10.709959,55.103279,-0.488698,0.141718,-0.606576,0.000362,-0.050755,-0.056242,-0.037863,0.924385,0.042138,0.044624,0.027206,0.934684,0.008617,0.011618,0.010657,0.881594,-0.464827,0.066143,-0.577375,-0.506176,0.201251,-0.632421,-0.495071,0.157783,-0.609926,,,,,,
419,3.491667,-46.106136,-9.612034,55.530811,-0.489094,0.139651,-0.606800,0.000367,-0.050755,-0.056242,-0.037863,0.917586,0.042138,0.044624,0.027206,0.932550,0.008617,0.011618,0.010657,0.873045,-0.465318,0.064108,-0.577480,-0.506527,0.199169,-0.632752,-0.495419,0.155705,-0.610159,,,,,,
420,3.500000,-46.110897,-9.848879,55.319328,-0.489538,0.137632,-0.607032,0.000345,-0.050755,-0.056242,-0.037863,0.925885,0.042138,0.044624,0.027206,0.934227,0.008617,0.011618,0.010657,0.881192,-0.465905,0.062053,-0.577625,-0.506848,0.197155,-0.633050,-0.495842,0.153722,-0.610411,,,,,,
421,3.508333,-46.211971,-9.699541,55.328030,-0.489979,0.135690,-0.607263,0.000336,-0.050755,-0.056242,-0.037863,0.925885,0.042138,0.044624,0.027206,0.934227,0.008617,0.011618,0.010657,0.881192,-0.466403,0.060140,-0.577770,-0.507221,0.195179,-0.633358,-0.496292,0.151783,-0.610654,,,,,,
422,3.516667,-46.136555,-10.344620,55.012554,-0.490401,0.133835,-0.607504,0.000342,-0.050755,-0.056242,-0.037863,0.920907,0.042138,0.044624,0.027206,0.938707,0.008617,0.011618,0.010657,0.882719,-0.466849,0.058306,-0.577912,-0.507611,0.193303,-0.633685,-0.496727,0.149915,-0.610912,,,,,,
423,3.525000,-46.457378,-9.131090,55.527184,-0.490777,0.132062,-0.607756,0.000346,-0.050755,-0.056242,-0.037863,0.924819,0.042138,0.044624,0.027206,0.940844,0.008617,0.011618,0.010657,0.885963,-0.467291,0.056545,-0.578111,-0.507974,0.191531,-0.633983,-0.497054,0.148143,-0.611168,,,,,,
424,3.533333,-46.416183,-9.421657,55.312946,-0.491203,0.130346,-0.607992,0.000335,-0.050755,-0.056242,-0.037863,0.920092,0.042138,0.044624,0.027206,0.936357,0.008617,0.011618,0.010657,0.877197,-0.467800,0.054821,-0.578311,-0.508294,0.189805,-0.634250,-0.497490,0.146445,-0.611407,,,,,,
425,3.541667,-46.512241,-9.283359,55.356663,-0.491593,0.128720,-0.608220,0.000349,-0.050755,-0.056242,-0.037863,0.918539,0.042138,0.044624,0.027206,0.941895,0.008617,0.011618,0.010657,0.883829,-0.468217,0.053231,-0.578453,-0.508657,0.188173,-0.634543,-0.497878,0.144785,-0.611651,,,,,,
426,3.550000,-46.349567,-10.330552,54.851368,-0.491969,0.127103,-0.608417,0.000347,-0.050755,-0.056242,-0.037863,0.915664,0.042138,0.044624,0.027206,0.939176,0.008617,0.011618,0.010657,0.876067,-0.468622,0.051657,-0.578544,-0.509017,0.186527,-0.634810,-0.498252,0.143154,-0.611889,,,,,,
427,3.558333,-46.729965,-8.864679,55.444607,-0.492318,0.125686,-0.608579,0.000345,-0.050755,-0.056242,-0.037863,0.915876,0.042138,0.044624,0.027206,0.937137,0.008617,0.011618,0.010657,0.878817,-0.469073,0.050230,-0.578648,-0.509303,0.185079,-0.635030,-0.498555,0.141783,-0.612050,,,,,,
428,3.566667,-46.773209,-8.874037,55.415028,-0.492608,0.124301,-0.608739,0.000340,-0.050755,-0.056242,-0.037863,0.920439,0.042138,0.044624,0.027206,0.936403,0.008617,0.011618,0.010657,0.875796,-0.469415,0.048829,-0.578740,-0.509561,0.183714,-0.635243,-0.498831,0.140385,-0.612227,,,,,,
429,3.575000,-46.241390,-11.362562,54.200455,-0.492936,0.123022,-0.608910,0.000353,-0.050755,-0.056242,-0.037863,0.919997,0.042138,0.044624,0.027206,0.933816,0.008617,0.011618,0.010657,0.883193,-0.469817,0.047565,-0.578866,-0.509783,0.182445,-0.635402,-0.499187,0.139091,-0.612453,,,,,,
430,3.583333,-46.773701,-9.095546,55.215466,-0.493213,0.121805,-0.609067,0.000347,-0.050755,-0.056242,-0.037863,0.918633,0.042138,0.044624,0.027206,0.934906,0.008617,0.011618,0.010657,0.875129,-0.470141,0.046335,-0.578987,-0.510076,0.181210,-0.635616,-0.499406,0.137895,-0.612592,,,,,,
431,3.591667,-46.719360,-9.406498,55.049942,-0.493449,0.120703,-0.609195,0.000344,-0.050755,-0.056242,-0.037863,0.924153,0.042138,0.044624,0.027206,0.933959,0.008617,0.011618,0.010657,0.879708,-0.470409,0.045214,-0.579084,-0.510272,0.180116,-0.635752,-0.499647,0.136811,-0.612738,,,,,,
432,3.600000,-46.770493,-9.426856,55.017609,-0.493691,0.119598,-0.609317,0.000344,-0.050755,-0.056242,-0.037863,0.912918,0.042138,0.044624,0.027206,0.937920,0.008617,0.011618,0.010657,0.876743,-0.470657,0.044176,-0.579142,-0.510495,0.178970,-0.635942,-0.499897,0.135679,-0.612859,,,,,,
433,3.608333,-46.975670,-8.626474,55.383667,-0.493889,0.118585,-0.609387,0.000352,-0.050755,-0.056242,-0.037863,0.916644,0.042138,0.044624,0.027206,0.934799,0.008617,0.011618,0.010657,0.871954,-0.470878,0.043149,-0.579184,-0.510696,0.177969,-0.636044,-0.500077,0.134667,-0.612926,,,,,,
434,3.616667,-46.933414,-8.965752,55.168270,-0.494063,0.117570,-0.609460,0.000331,-0.050755,-0.056242,-0.037863,0.920455,0.042138,0.044624,0.027206,0.939924,0.008617,0.011618,0.010657,0.885034,-0.471125,0.042122,-0.579204,-0.510823,0.176915,-0.636161,-0.500224,0.133705,-0.613011,,,,,,
435,3.625000,-47.216515,-7.949920,55.611023,-0.494193,0.116630,-0.609483,0.000358,-0.050755,-0.056242,-0.037863,0.911251,0.042138,0.044624,0.027206,0.935619,0.008617,0.011618,0.010657,0.868922,-0.471293,0.041222,-0.579171,-0.510939,0.175977,-0.636237,-0.500325,0.132719,-0.613033,,,,,,
436,3.633333,-47.184441,-8.173399,55.490776,-0.494300,0.115712,-0.609503,0.000346,-0.050755,-0.056242,-0.037863,0.911251,0.042138,0.044624,0.027206,0.935619,0.008617,0.011618,0.010657,0.868922,-0.471431,0.040276,-0.579154,-0.511015,0.175060,-0.636278,-0.500441,0.131827,-0.613072,,,,,,
437,3.641667,-47.187138,-8.196466,55.416161,-0.494431,0.114795,-0.609509,0.000325,-0.050755,-0.056242,-0.037863,0.920375,0.042138,0.044624,0.027206,0.935959,0.008617,0.011618,0.010657,0.875055,-0.471652,0.039319,-0.579148,-0.511078,0.174143,-0.636306,-0.500544,0.130947,-0.613066,,,,,,
438,3.650000,-47.592106,-6.605224,56.109955,-0.494479,0.113988,-0.609480,0.000363,-0.050755,-0.056242,-0.037863,0.926293,0.042138,0.044624,0.027206,0.939876,0.008617,0.011618,0.010657,0.884058,-0.471744,0.038579,-0.579086,-0.511123,0.173332,-0.636305,-0.500549,0.130080,-0.613043,,,,,,
439,3.658333,-47.150314,-8.621713,55.206097,-0.494480,0.113172,-0.609431,0.000341,-0.050755,-0.056242,-0.037863,0.902755,0.042138,0.044624,0.027206,0.932904,0.008617,0.011618,0.010657,0.857082,-0.471717,0.037730,-0.578976,-0.511121,0.172514,-0.636281,-0.500587,0.129295,-0.613031,,,,,,
440,3.666667,-47.292427,-7.987155,55.433502,-0.494549,0.112316,-0.609360,0.000328,-0.050755,-0.056242,-0.037863,0.925929,0.042138,0.044624,0.027206,0.934878,0.008617,0.011618,0.010657,0.878312,-0.471875,0.036845,-0.578910,-0.511136,0.171642,-0.636211,-0.500621,0.128486,-0.612953,,,,,,
441,3.675000,-47.631805,-6.754640,55.969707,-0.494508,0.111530,-0.609248,0.000363,-0.050755,-0.056242,-0.037863,0.925167,0.042138,0.044624,0.027206,0.938144,0.008617,0.011618,0.010657,0.882945,-0.471875,0.036116,-0.578734,-0.511075,0.170866,-0.636141,-0.500552,0.127641,-0.612859,,,,,,
442,3.683333,-47.230110,-8.626996,55.100689,-0.494465,0.110722,-0.609132,0.000348,-0.050755,-0.056242,-0.037863,0.909342,0.042138,0.044624,0.027206,0.928972,0.008617,0.011618,0.010657,0.859600,-0.471793,0.035359,-0.578571,-0.511015,0.169995,-0.636053,-0.500562,0.126849,-0.612764,,,,,,
443,3.691667,-47.341427,-8.163029,55.318398,-0.494439,0.109840,-0.609003,0.000342,-0.050755,-0.056242,-0.037863,0.917422,0.042138,0.044624,0.027206,0.936532,0.008617,0.011618,0.010657,0.874663,-0.471789,0.034435,-0.578432,-0.510977,0.169151,-0.635947,-0.500532,0.125960,-0.612624,,,,,,
444,3.700000,-47.275749,-8.639806,55.022900,-0.494386,0.108981,-0.608867,0.000359,-0.050755,-0.056242,-0.037863,0.912955,0.042138,0.044624,0.027206,0.935909,0.008617,0.011618,0.010657,0.874776,-0.471829,0.033601,-0.578240,-0.510864,0.168285,-0.635859,-0.500446,0.125085,-0.612493,,,,,,
445,3.708333,-48.740932,-2.888789,57.797649,-0.494234,0.107784,-0.608651,0.000414,-0.050755,-0.056242,-0.037863,0.890243,0.042138,0.044624,0.027206,0.875491,0.008617,0.011618,0.010657,0.774324,-0.471658,0.032449,-0.577995,-0.510773,0.167264,-0.635715,-0.500249,0.123660,-0.612231,,,,,,
446,3.716667,-44.851082,-22.342360,49.366077,-0.494449,0.104783,-0.608197,0.000450,-0.050755,-0.056242,-0.037863,0.775876,0.042138,0.044624,0.027206,0.903043,0.008617,0.011618,0.010657,0.752451,-0.471675,0.028691,-0.577246,-0.511065,0.164226,-0.635000,-0.500662,0.121355,-0.612345,,,,,,
447,3.725000,-51.086815,4.902394,62.382153,-0.493706,0.106235,-0.607573,0.000777,-0.050755,-0.056242,-0.037863,0.717993,0.042138,0.044624,0.027206,0.536427,0.008617,0.011618,0.010657,0.753174,-0.471225,0.029532,-0.577120,-0.510516,0.166777,-0.634670,-0.499496,0.122232,-0.610921,,,,,,
448,3.733333,-44.051182,-20.424099,49.156349,-0.493308,0.107031,-0.606567,0.000453,-0.050755,-0.056242,-0.037863,0.916821,0.042138,0.044624,0.027206,0.904437,0.008617,0.011618,0.010657,0.843622,-0.471364,0.030925,-0.577401,-0.508919,0.167327,-0.632124,-0.499632,0.122869,-0.610171,,,,,,
449,3.741667,-47.704945,-1.750023,57.750526,-0.493148,0.106471,-0.606569,0.000246,-0.050755,-0.056242,-0.037863,0.939908,0.042138,0.044624,0.027206,0.913602,0.008617,0.011618,0.010657,0.939469,-0.471645,0.029675,-0.577572,-0.509120,0.166560,-0.632456,-0.498695,0.123156,-0.609672,,,,,,
450,3.750000,-45.163052,-9.914467,52.781372,-0.491429,0.107396,-0.605461,0.000314,-0.050755,-0.056242,-0.037863,0.970718,0.042138,0.044624,0.027206,0.921562,0.008617,0.011618,0.010657,0.898473,-0.471088,0.030232,-0.577175,-0.506033,0.168143,-0.630576,-0.497165,0.123814,-0.608627,,,,,,
451,3.758333,-43.426430,-16.917978,48.625015,-0.490411,0.107957,-0.604481,0.000275,-0.050755,-0.056242,-0.037863,0.970718,0.042138,0.044624,0.027206,0.921562,0.008617,0.011618,0.010657,0.898473,-0.471081,0.030322,-0.577187,-0.504034,0.168875,-0.628643,-0.496103,0.124691,-0.607610,,,,,,
452,3.766667,-42.915535,-11.331823,50.231270,-0.490518,0.109442,-0.604796,0.000252,-0.050755,-0.056242,-0.037863,0.949777,0.042138,0.044624,0.027206,0.895720,0.008617,0.011618,0.010657,0.912240,-0.472652,0.030548,-0.579317,-0.503258,0.171113,-0.627690,-0.495651,0.126649,-0.607378,,,,,,
453,3.775000,-39.793434,-16.971931,45.443665,-0.491369,0.113094,-0.606743,0.000295,-0.050755,-0.056242,-0.037863,0.951606,0.042138,0.044624,0.027206,0.933963,0.008617,0.011618,0.010657,0.890227,-0.476213,0.032553,-0.585085,-0.501688,0.176466,-0.626362,-0.496223,0.130247,-0.608777,,,,,,
454,3.783333,-40.205887,5.266037,54.523354,-0.492238,0.116328,-0.608797,0.000319,-0.050755,-0.056242,-0.037863,0.948491,0.042138,0.044624,0.027206,0.929558,0.008617,0.011618,0.010657,0.886466,-0.479385,0.034613,-0.590924,-0.501244,0.181014,-0.626047,-0.496085,0.133348,-0.609410,,,,,,
455,3.791667,-38.169758,-0.828066,51.074368,-0.490987,0.117658,-0.608525,0.000310,-0.050755,-0.056242,-0.037863,0.970165,0.042138,0.044624,0.027206,0.846849,0.008617,0.011618,0.010657,0.817429,-0.478286,0.036030,-0.591850,-0.499686,0.182213,-0.624696,-0.494963,0.134774,-0.609022,,,,,,
456,3.800000,-37.913826,-4.496063,49.701607,-0.488456,0.117689,-0.606471,0.000308,-0.050755,-0.056242,-0.037863,0.857167,0.042138,0.044624,0.027206,0.965073,0.008617,0.011618,0.010657,0.869900,-0.475393,0.035933,-0.589397,-0.497321,0.182393,-0.622801,-0.492646,0.134757,-0.607208,,,,,,
457,3.808333,-38.877476,-5.235169,50.065392,-0.486036,0.116175,-0.603590,0.000253,-0.050755,-0.056242,-0.037863,0.944909,0.042138,0.044624,0.027206,0.925552,0.008617,0.011618,0.010657,0.876031,-0.471939,0.035005,-0.585046,-0.495832,0.180117,-0.621132,-0.490316,0.133431,-0.604589,,,,,,
