,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,BoomLeg_2406...,"BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker1","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker2","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3","BoomLeg_2406...:Marker3",BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker1,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker2,BoomLeg_2406...:Marker3,BoomLeg_2406...:Marker3,BoomLeg_2406...:Marker3,Unlabeled 1113,Unlabeled 1113,Unlabeled 1113,Unlabeled 1114,Unlabeled 1114,Unlabeled 1114
,ID,"EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","EAC16C71273111EFD78ED9B15AC478AE","C40A0","C40A0","C40A0","C4070","C4070","C4070","C4090","C4090","C4090","C4030","C4030","C4030","C40B0","C40B0","C40B0"
,,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1672,13.933333,36.834557,-72.576622,38.266109,-0.317116,0.146789,0.847615,0.000397,-0.050755,-0.056242,-0.037863,0.950125,0.042138,0.044624,0.027206,0.900412,0.008617,0.011618,0.010657,0.850045,-0.282593,0.095984,0.789553,-0.341588,0.187839,0.895304,-0.327164,0.156532,0.857990,,,,,,
1673,13.941667,36.789318,-72.720627,38.152710,-0.317115,0.146796,0.847622,0.000396,-0.050755,-0.056242,-0.037863,0.951469,0.042138,0.044624,0.027206,0.897346,0.008617,0.011618,0.010657,0.847947,-0.282601,0.095988,0.789560,-0.341593,0.187842,0.895318,-0.327144,0.156549,0.857987,,,,,,
1674,13.950000,36.747829,-72.863960,38.041565,-0.317120,0.146797,0.847629,0.000396,-0.050755,-0.056242,-0.037863,0.951384,0.042138,0.044624,0.027206,0.899358,0.008617,0.011618,0.010657,0.850637,-0.282607,0.095988,0.789568,-0.341588,0.187841,0.895324,-0.327159,0.156552,0.857997,,,,,,
1675,13.958333,36.838764,-72.646057,38.229317,-0.317120,0.146795,0.847634,0.000394,-0.050755,-0.056242,-0.037863,0.951393,0.042138,0.044624,0.027206,0.898844,0.008617,0.011618,0.010657,0.850380,-0.282595,0.095998,0.789567,-0.341602,0.187831,0.895327,-0.327159,0.156546,0.858009,,,,,,
1676,13.966667,36.858746,-72.630547,38.253246,-0.317130,0.146791,0.847646,0.000396,-0.050755,-0.056242,-0.037863,0.950750,0.042138,0.044624,0.027206,0.898110,0.008617,0.011618,0.010657,0.848313,-0.282601,0.096002,0.789579,-0.341613,0.187826,0.895345,-0.327171,0.156537,0.858013,,,,,,
1677,13.975000,36.841499,-72.621376,38.242031,-0.317125,0.146795,0.847647,0.000395,-0.050755,-0.056242,-0.037863,0.952512,0.042138,0.044624,0.027206,0.898922,0.008617,0.011618,0.010657,0.851645,-0.282599,0.096002,0.789575,-0.341600,0.187835,0.895342,-0.327176,0.156536,0.858027,,,,,,
1678,13.983333,36.850334,-72.618645,38.253334,-0.317120,0.146796,0.847641,0.000399,-0.050755,-0.056242,-0.037863,0.951269,0.042138,0.044624,0.027206,0.899011,0.008617,0.011618,0.010657,0.850005,-0.282592,0.096003,0.789575,-0.341593,0.187839,0.895336,-0.327172,0.156535,0.858013,,,,,,
1679,13.991667,36.781456,-72.856003,38.074318,-0.317116,0.146795,0.847639,0.000398,-0.050755,-0.056242,-0.037863,0.953565,0.042138,0.044624,0.027206,0.900119,0.008617,0.011618,0.010657,0.851248,-0.282583,0.096002,0.789570,-0.341578,0.187842,0.895334,-0.327170,0.156540,0.858006,,,,,,
1680,14.000000,36.841679,-72.571571,38.266228,-0.317109,0.146796,0.847629,0.000396,-0.050755,-0.056242,-0.037863,0.950807,0.042138,0.044624,0.027206,0.900433,0.008617,0.011618,0.010657,0.851346,-0.282589,0.096002,0.789561,-0.341570,0.187845,0.895317,-0.327165,0.156529,0.858008,,,,,,
1681,14.008333,36.761181,-72.752243,38.113247,-0.317102,0.146802,0.847621,0.000397,-0.050755,-0.056242,-0.037863,0.950807,0.042138,0.044624,0.027206,0.900433,0.008617,0.011618,0.010657,0.851346,-0.282595,0.095984,0.789565,-0.341571,0.187852,0.895310,-0.327137,0.156558,0.857987,,,,,,
1682,14.016667,36.829166,-72.639381,38.231735,-0.317098,0.146797,0.847622,0.000398,-0.050755,-0.056242,-0.037863,0.950673,0.042138,0.044624,0.027206,0.898929,0.008617,0.011618,0.010657,0.849516,-0.282573,0.095992,0.789562,-0.341574,0.187847,0.895313,-0.327143,0.156538,0.857995,,,,,,
1683,14.025000,36.795876,-72.682930,38.180069,-0.317094,0.146797,0.847623,0.000394,-0.050755,-0.056242,-0.037863,0.951582,0.042138,0.044624,0.027206,0.898140,0.008617,0.011618,0.010657,0.850113,-0.282578,0.095984,0.789564,-0.341565,0.187847,0.895312,-0.327135,0.156549,0.857993,,,,,,
1684,14.033333,36.778095,-72.682709,38.159958,-0.317098,0.146796,0.847628,0.000396,-0.050755,-0.056242,-0.037863,0.951527,0.042138,0.044624,0.027206,0.898777,0.008617,0.011618,0.010657,0.850168,-0.282593,0.095985,0.789571,-0.341556,0.187853,0.895311,-0.327140,0.156543,0.858000,,,,,,
1685,14.041667,36.797638,-72.675674,38.176506,-0.317100,0.146796,0.847640,0.000399,-0.050755,-0.056242,-0.037863,0.949879,0.042138,0.044624,0.027206,0.900719,0.008617,0.011618,0.010657,0.850183,-0.282587,0.095995,0.789581,-0.341561,0.187844,0.895331,-0.327145,0.156543,0.858009,,,,,,
1686,14.050000,36.804401,-72.669556,38.191158,-0.317102,0.146797,0.847641,0.000396,-0.050755,-0.056242,-0.037863,0.949846,0.042138,0.044624,0.027206,0.900171,0.008617,0.011618,0.010657,0.849493,-0.282582,0.095990,0.789577,-0.341574,0.187846,0.895336,-0.327147,0.156544,0.858011,,,,,,
1687,14.058333,36.839119,-72.535545,38.282673,-0.317093,0.146807,0.847646,0.000399,-0.050755,-0.056242,-0.037863,0.952174,0.042138,0.044624,0.027206,0.897766,0.008617,0.011618,0.010657,0.850121,-0.282575,0.096010,0.789578,-0.341554,0.187862,0.895336,-0.327147,0.156538,0.858026,,,,,,
1688,14.066667,36.798714,-72.723053,38.153900,-0.317092,0.146804,0.847653,0.000397,-0.050755,-0.056242,-0.037863,0.950897,0.042138,0.044624,0.027206,0.899112,0.008617,0.011618,0.010657,0.849868,-0.282578,0.096001,0.789587,-0.341564,0.187844,0.895348,-0.327128,0.156554,0.858025,,,,,,
1689,14.075000,36.791836,-72.713676,38.150227,-0.317091,0.146796,0.847657,0.000396,-0.050755,-0.056242,-0.037863,0.951044,0.042138,0.044624,0.027206,0.901758,0.008617,0.011618,0.010657,0.852156,-0.282575,0.095998,0.789592,-0.341541,0.187847,0.895346,-0.327153,0.156534,0.858032,,,,,,
1690,14.083333,36.829140,-72.618958,38.233952,-0.317087,0.146804,0.847650,0.000401,-0.050755,-0.056242,-0.037863,0.948725,0.042138,0.044624,0.027206,0.900384,0.008617,0.011618,0.010657,0.849248,-0.282574,0.096004,0.789592,-0.341550,0.187852,0.895339,-0.327132,0.156545,0.858021,,,,,,
1691,14.091667,36.760780,-72.849419,38.055767,-0.317071,0.146811,0.847641,0.000396,-0.050755,-0.056242,-0.037863,0.950337,0.042138,0.044624,0.027206,0.901312,0.008617,0.011618,0.010657,0.851852,-0.282559,0.096007,0.789579,-0.341535,0.187851,0.895332,-0.327117,0.156564,0.858013,,,,,,
1692,14.100000,36.791924,-72.714241,38.157974,-0.317083,0.146796,0.847647,0.000397,-0.050755,-0.056242,-0.037863,0.950995,0.042138,0.044624,0.027206,0.900990,0.008617,0.011618,0.010657,0.851386,-0.282567,0.095990,0.789588,-0.341543,0.187850,0.895331,-0.327133,0.156542,0.858020,,,,,,
1693,14.108333,36.760620,-72.762512,38.103798,-0.317063,0.146805,0.847638,0.000399,-0.050755,-0.056242,-0.037863,0.953053,0.042138,0.044624,0.027206,0.899801,0.008617,0.011618,0.010657,0.852253,-0.282546,0.095997,0.789573,-0.341521,0.187860,0.895328,-0.327119,0.156549,0.858012,,,,,,
1694,14.116667,36.792599,-72.666779,38.180656,-0.317064,0.146797,0.847639,0.000397,-0.050755,-0.056242,-0.037863,0.950993,0.042138,0.044624,0.027206,0.899282,0.008617,0.011618,0.010657,0.850097,-0.282551,0.095989,0.789578,-0.341528,0.187849,0.895329,-0.327110,0.156544,0.858009,,,,,,
1695,14.125000,36.783127,-72.664070,38.180050,-0.317062,0.146799,0.847638,0.000398,-0.050755,-0.056242,-0.037863,0.951027,0.042138,0.044624,0.027206,0.899025,0.008617,0.011618,0.010657,0.850225,-0.282551,0.095980,0.789584,-0.341527,0.187856,0.895323,-0.327104,0.156550,0.858009,,,,,,
1696,14.133333,36.737350,-72.688568,38.125065,-0.317068,0.146796,0.847641,0.000397,-0.050755,-0.056242,-0.037863,0.951027,0.042138,0.044624,0.027206,0.899025,0.008617,0.011618,0.010657,0.850225,-0.282574,0.095967,0.789589,-0.341516,0.187860,0.895326,-0.327111,0.156547,0.858011,,,,,,
1697,14.141667,36.758068,-72.746979,38.113472,-0.317061,0.146796,0.847644,0.000396,-0.050755,-0.056242,-0.037863,0.950345,0.042138,0.044624,0.027206,0.899740,0.008617,0.011618,0.010657,0.850362,-0.282551,0.095979,0.789587,-0.341524,0.187852,0.895329,-0.327102,0.156548,0.858014,,,,,,
1698,14.150000,36.779301,-72.692223,38.160954,-0.317065,0.146792,0.847647,0.000397,-0.050755,-0.056242,-0.037863,0.951558,0.042138,0.044624,0.027206,0.899758,0.008617,0.011618,0.010657,0.850538,-0.282545,0.095984,0.789588,-0.341518,0.187857,0.895328,-0.327117,0.156536,0.858018,,,,,,
1699,14.158333,36.813358,-72.647263,38.208488,-0.317060,0.146794,0.847650,0.000399,-0.050755,-0.056242,-0.037863,0.952524,0.042138,0.044624,0.027206,0.900707,0.008617,0.011618,0.010657,0.851130,-0.282544,0.095990,0.789589,-0.341524,0.187844,0.895339,-0.327109,0.156537,0.858023,,,,,,
1700,14.166667,36.769035,-72.599335,38.196346,-0.317059,0.146794,0.847653,0.000392,-0.050755,-0.056242,-0.037863,0.950522,0.042138,0.044624,0.027206,0.899866,0.008617,0.011618,0.010657,0.850505,-0.282562,0.095970,0.789598,-0.341509,0.187855,0.895334,-0.327099,0.156548,0.858026,,,,,,
1701,14.175000,36.777863,-72.826874,38.090302,-0.317065,0.146786,0.847665,0.000397,-0.050755,-0.056242,-0.037863,0.950261,0.042138,0.044624,0.027206,0.900513,0.008617,0.011618,0.010657,0.850341,-0.282541,0.095985,0.789604,-0.341522,0.187843,0.895344,-0.327104,0.156544,0.858027,,,,,,
1702,14.183333,36.769253,-72.700882,38.148487,-0.317058,0.146791,0.847656,0.000400,-0.050755,-0.056242,-0.037863,0.951850,0.042138,0.044624,0.027206,0.902468,0.008617,0.011618,0.010657,0.849556,-0.282548,0.095973,0.789603,-0.341510,0.187854,0.895338,-0.327109,0.156536,0.858026,,,,,,
1703,14.191667,36.789577,-72.634079,38.200256,-0.317046,0.146794,0.847650,0.000399,-0.050755,-0.056242,-0.037863,0.951428,0.042138,0.044624,0.027206,0.900764,0.008617,0.011618,0.010657,0.851526,-0.282532,0.095980,0.789595,-0.341496,0.187860,0.895330,-0.327105,0.156532,0.858024,,,,,,
1704,14.200000,36.772320,-72.638184,38.183647,-0.317049,0.146786,0.847651,0.000397,-0.050755,-0.056242,-0.037863,0.951372,0.042138,0.044624,0.027206,0.900229,0.008617,0.011618,0.010657,0.851194,-0.282543,0.095965,0.789596,-0.341503,0.187851,0.895331,-0.327096,0.156534,0.858025,,,,,,
1705,14.208333,36.759342,-72.731590,38.125134,-0.317046,0.146788,0.847649,0.000399,-0.050755,-0.056242,-0.037863,0.953656,0.042138,0.044624,0.027206,0.901474,0.008617,0.011618,0.010657,0.853222,-0.282526,0.095975,0.789588,-0.341490,0.187857,0.895327,-0.327106,0.156532,0.858025,,,,,,
1706,14.216667,36.773884,-72.683876,38.159782,-0.317048,0.146788,0.847648,0.000394,-0.050755,-0.056242,-0.037863,0.951945,0.042138,0.044624,0.027206,0.900497,0.008617,0.011618,0.010657,0.852058,-0.282539,0.095971,0.789588,-0.341508,0.187845,0.895329,-0.327092,0.156539,0.858026,,,,,,
1707,14.225000,36.739536,-72.735641,38.107876,-0.317037,0.146788,0.847637,0.000400,-0.050755,-0.056242,-0.037863,0.950732,0.042138,0.044624,0.027206,0.900099,0.008617,0.011618,0.010657,0.850203,-0.282535,0.095963,0.789588,-0.341489,0.187855,0.895317,-0.327081,0.156539,0.858004,,,,,,
1708,14.233333,36.810890,-72.554749,38.253761,-0.317038,0.146741,0.847636,0.000399,-0.050755,-0.056242,-0.037863,0.952408,0.042138,0.044624,0.027206,0.898770,0.008617,0.011618,0.010657,0.850800,-0.282522,0.095934,0.789571,-0.341496,0.187801,0.895325,-0.327092,0.156482,0.858011,,,,,,
1709,14.241667,36.743664,-72.791786,38.078011,-0.317048,0.146688,0.847636,0.000397,-0.050755,-0.056242,-0.037863,0.951513,0.042138,0.044624,0.027206,0.900774,0.008617,0.011618,0.010657,0.851732,-0.282536,0.095873,0.789581,-0.341495,0.187749,0.895322,-0.327108,0.156436,0.858003,,,,,,
1710,14.250000,36.766796,-72.625198,38.189064,-0.317036,0.146644,0.847631,0.000395,-0.050755,-0.056242,-0.037863,0.953526,0.042138,0.044624,0.027206,0.896948,0.008617,0.011618,0.010657,0.850940,-0.282524,0.095819,0.789574,-0.341496,0.187713,0.895319,-0.327088,0.156388,0.858003,,,,,,
1711,14.258333,36.672211,-73.117325,37.855358,-0.317030,0.146583,0.847625,0.000384,-0.050755,-0.056242,-0.037863,0.953526,0.042138,0.044624,0.027206,0.896948,0.008617,0.011618,0.010657,0.850940,-0.282512,0.095758,0.789571,-0.341496,0.187619,0.895317,-0.327082,0.156360,0.857990,,,,,,
1712,14.266667,36.727367,-72.817520,38.067444,-0.317027,0.146568,0.847616,0.000394,-0.050755,-0.056242,-0.037863,0.953212,0.042138,0.044624,0.027206,0.901039,0.008617,0.011618,0.010657,0.854763,-0.282503,0.095736,0.789566,-0.341493,0.187636,0.895304,-0.327084,0.156319,0.857983,,,,,,
1713,14.275000,36.688652,-73.111099,37.879993,-0.317016,0.146537,0.847595,0.000389,-0.050755,-0.056242,-0.037863,0.955053,0.042138,0.044624,0.027206,0.896483,0.008617,0.011618,0.010657,0.852248,-0.282483,0.095716,0.789537,-0.341496,0.187579,0.895289,-0.327064,0.156307,0.857961,,,,,,
1714,14.283333,36.613682,-73.074127,37.837673,-0.317011,0.146507,0.847586,0.000390,-0.050755,-0.056242,-0.037863,0.955883,0.042138,0.044624,0.027206,0.898290,0.008617,0.011618,0.010657,0.854188,-0.282498,0.095663,0.789536,-0.341470,0.187577,0.895272,-0.327054,0.156281,0.857946,,,,,,
1715,14.291667,36.692181,-72.943817,37.966133,-0.317010,0.146473,0.847559,0.000387,-0.050755,-0.056242,-0.037863,0.956564,0.042138,0.044624,0.027206,0.897668,0.008617,0.011618,0.010657,0.852668,-0.282476,0.095643,0.789487,-0.341488,0.187526,0.895264,-0.327071,0.156236,0.857936,,,,,,
1716,14.300000,36.669495,-72.998543,37.913990,-0.317002,0.146461,0.847553,0.000382,-0.050755,-0.056242,-0.037863,0.960698,0.042138,0.044624,0.027206,0.894092,0.008617,0.011618,0.010657,0.856220,-0.282474,0.095632,0.789478,-0.341476,0.187509,0.895254,-0.327062,0.156229,0.857933,,,,,,
1717,14.308333,36.693428,-72.871063,38.009171,-0.317016,0.146459,0.847555,0.000388,-0.050755,-0.056242,-0.037863,0.960244,0.042138,0.044624,0.027206,0.896035,0.008617,0.011618,0.010657,0.857537,-0.282487,0.095621,0.789488,-0.341495,0.187520,0.895257,-0.327072,0.156221,0.857929,,,,,,
1718,14.316667,36.710659,-72.948944,37.981266,-0.317033,0.146459,0.847554,0.000386,-0.050755,-0.056242,-0.037863,0.959073,0.042138,0.044624,0.027206,0.895330,0.008617,0.011618,0.010657,0.855148,-0.282497,0.095634,0.789487,-0.341517,0.187508,0.895253,-0.327089,0.156224,0.857927,,,,,,
1719,14.325000,36.722084,-72.917656,38.008709,-0.317053,0.146463,0.847549,0.000389,-0.050755,-0.056242,-0.037863,0.961693,0.042138,0.044624,0.027206,0.893534,0.008617,0.011618,0.010657,0.855852,-0.282506,0.095641,0.789474,-0.341540,0.187517,0.895252,-0.327117,0.156219,0.857925,,,,,,
1720,14.333333,36.752735,-72.872002,38.053242,-0.317070,0.146459,0.847544,0.000386,-0.050755,-0.056242,-0.037863,0.957929,0.042138,0.044624,0.027206,0.894540,0.008617,0.011618,0.010657,0.854033,-0.282532,0.095640,0.789475,-0.341560,0.187497,0.895250,-0.327124,0.156224,0.857916,,,,,,
1721,14.341667,36.723389,-72.976303,37.972134,-0.317098,0.146445,0.847543,0.000388,-0.050755,-0.056242,-0.037863,0.960717,0.042138,0.044624,0.027206,0.894909,0.008617,0.011618,0.010657,0.853902,-0.282553,0.095638,0.789462,-0.341590,0.187488,0.895247,-0.327144,0.156214,0.857914,,,,,,
1722,14.350000,36.742882,-72.966873,37.998211,-0.317101,0.146467,0.847511,0.000388,-0.050755,-0.056242,-0.037863,0.957833,0.042138,0.044624,0.027206,0.895583,0.008617,0.011618,0.010657,0.853920,-0.282559,0.095653,0.789442,-0.341603,0.187502,0.895210,-0.327141,0.156236,0.857885,,,,,,
1723,14.358333,36.773853,-72.770523,38.126808,-0.317118,0.146466,0.847492,0.000386,-0.050755,-0.056242,-0.037863,0.961059,0.042138,0.044624,0.027206,0.891556,0.008617,0.011618,0.010657,0.854229,-0.282572,0.095645,0.789415,-0.341620,0.187508,0.895200,-0.327168,0.156228,0.857870,,,,,,
1724,14.366667,36.756458,-72.668930,38.165459,-0.317125,0.146472,0.847466,0.000389,-0.050755,-0.056242,-0.037863,0.958744,0.042138,0.044624,0.027206,0.893439,0.008617,0.011618,0.010657,0.854331,-0.282597,0.095640,0.789399,-0.341606,0.187536,0.895160,-0.327179,0.156224,0.857848,,,,,,
1725,14.375000,36.737209,-72.775757,38.095795,-0.317132,0.146466,0.847447,0.000387,-0.050755,-0.056242,-0.037863,0.957010,0.042138,0.044624,0.027206,0.896360,0.008617,0.011618,0.010657,0.854348,-0.282607,0.095632,0.789388,-0.341607,0.187525,0.895135,-0.327184,0.156226,0.857824,,,,,,
1726,14.383333,36.709351,-72.864624,38.030045,-0.317139,0.146450,0.847435,0.000386,-0.050755,-0.056242,-0.037863,0.957010,0.042138,0.044624,0.027206,0.896360,0.008617,0.011618,0.010657,0.854348,-0.282611,0.095613,0.789376,-0.341621,0.187511,0.895122,-0.327187,0.156215,0.857811,,,,,,
1727,14.391667,36.738270,-72.663567,38.163597,-0.317142,0.146445,0.847422,0.000386,-0.050755,-0.056242,-0.037863,0.958350,0.042138,0.044624,0.027206,0.895573,0.008617,0.011618,0.010657,0.854854,-0.282622,0.095594,0.789369,-0.341625,0.187516,0.895105,-0.327183,0.156208,0.857803,,,,,,
1728,14.400000,36.727303,-72.753052,38.109852,-0.317148,0.146446,0.847419,0.000382,-0.050755,-0.056242,-0.037863,0.957887,0.042138,0.044624,0.027206,0.893897,0.008617,0.011618,0.010657,0.853791,-0.282622,0.095595,0.789366,-0.341631,0.187510,0.895099,-0.327195,0.156216,0.857799,,,,,,
1729,14.408333,36.759426,-72.751228,38.138859,-0.317161,0.146447,0.847422,0.000386,-0.050755,-0.056242,-0.037863,0.958350,0.042138,0.044624,0.027206,0.895470,0.008617,0.011618,0.010657,0.855468,-0.282624,0.095609,0.789368,-0.341659,0.187507,0.895108,-0.327207,0.156209,0.857798,,,,,,
1730,14.416667,36.733070,-72.669884,38.156303,-0.317151,0.146459,0.847412,0.000382,-0.050755,-0.056242,-0.037863,0.958269,0.042138,0.044624,0.027206,0.893904,0.008617,0.011618,0.010657,0.853673,-0.282631,0.095605,0.789359,-0.341636,0.187527,0.895091,-0.327190,0.156229,0.857793,,,,,,
1731,14.425000,36.712330,-72.853043,38.039986,-0.317167,0.146448,0.847416,0.000387,-0.050755,-0.056242,-0.037863,0.958123,0.042138,0.044624,0.027206,0.894488,0.008617,0.011618,0.010657,0.854252,-0.282646,0.095607,0.789361,-0.341660,0.187507,0.895101,-0.327201,0.156215,0.857793,,,,,,
1732,14.433333,36.776970,-72.638260,38.201862,-0.317174,0.146440,0.847420,0.000384,-0.050755,-0.056242,-0.037863,0.956931,0.042138,0.044624,0.027206,0.895070,0.008617,0.011618,0.010657,0.853456,-0.282647,0.095604,0.789358,-0.341664,0.187494,0.895110,-0.327213,0.156207,0.857798,,,,,,
1733,14.441667,36.676571,-72.881340,37.995022,-0.317163,0.146449,0.847412,0.000385,-0.050755,-0.056242,-0.037863,0.958643,0.042138,0.044624,0.027206,0.895489,0.008617,0.011618,0.010657,0.855609,-0.282643,0.095602,0.789355,-0.341641,0.187517,0.895096,-0.327209,0.156216,0.857791,,,,,,
1734,14.450000,36.733681,-72.816246,38.083641,-0.317169,0.146438,0.847415,0.000386,-0.050755,-0.056242,-0.037863,0.958528,0.042138,0.044624,0.027206,0.893823,0.008617,0.011618,0.010657,0.854002,-0.282635,0.095596,0.789361,-0.341662,0.187499,0.895103,-0.327212,0.156204,0.857791,,,,,,
1735,14.458333,36.733578,-72.736504,38.128311,-0.317164,0.146438,0.847408,0.000380,-0.050755,-0.056242,-0.037863,0.957070,0.042138,0.044624,0.027206,0.895824,0.008617,0.011618,0.010657,0.854376,-0.282642,0.095583,0.789362,-0.341654,0.187502,0.895082,-0.327201,0.156213,0.857788,,,,,,
1736,14.466667,36.724537,-72.742279,38.120190,-0.317166,0.146431,0.847401,0.000382,-0.050755,-0.056242,-0.037863,0.959592,0.042138,0.044624,0.027206,0.893130,0.008617,0.011618,0.010657,0.854505,-0.282636,0.095574,0.789351,-0.341663,0.187497,0.895081,-0.327204,0.156206,0.857779,,,,,,
1737,14.475000,36.728493,-72.664619,38.162285,-0.317155,0.146426,0.847392,0.000381,-0.050755,-0.056242,-0.037863,0.958445,0.042138,0.044624,0.027206,0.893713,0.008617,0.011618,0.010657,0.853423,-0.282634,0.095565,0.789344,-0.341642,0.187498,0.895068,-0.327192,0.156201,0.857768,,,,,,
1738,14.483333,36.667519,-72.836395,38.015240,-0.317159,0.146416,0.847388,0.000382,-0.050755,-0.056242,-0.037863,0.958299,0.042138,0.044624,0.027206,0.894602,0.008617,0.011618,0.010657,0.854552,-0.282647,0.095554,0.789338,-0.341642,0.187484,0.895069,-0.327195,0.156196,0.857764,,,,,,
1739,14.491667,36.631790,-72.915642,37.947174,-0.317158,0.146406,0.847385,0.000375,-0.050755,-0.056242,-0.037863,0.957981,0.042138,0.044624,0.027206,0.898656,0.008617,0.011618,0.010657,0.857020,-0.282651,0.095537,0.789341,-0.341623,0.187480,0.895052,-0.327201,0.156189,0.857765,,,,,,
1740,14.500000,36.634327,-72.961906,37.925892,-0.317156,0.146419,0.847380,0.000381,-0.050755,-0.056242,-0.037863,0.958464,0.042138,0.044624,0.027206,0.894633,0.008617,0.011618,0.010657,0.854718,-0.282646,0.095553,0.789332,-0.341642,0.187486,0.895060,-0.327183,0.156204,0.857756,,,,,,
1741,14.508333,36.683132,-72.765594,38.068451,-0.317164,0.146412,0.847387,0.000380,-0.050755,-0.056242,-0.037863,0.958464,0.042138,0.044624,0.027206,0.894633,0.008617,0.011618,0.010657,0.854718,-0.282650,0.095547,0.789337,-0.341643,0.187484,0.895064,-0.327203,0.156190,0.857766,,,,,,
1742,14.516667,36.667206,-72.962494,37.950264,-0.317160,0.146413,0.847389,0.000385,-0.050755,-0.056242,-0.037863,0.959066,0.042138,0.044624,0.027206,0.894771,0.008617,0.011618,0.010657,0.855209,-0.282641,0.095560,0.789338,-0.341655,0.187472,0.895076,-0.327191,0.156191,0.857761,,,,,,
1743,14.525000,36.738132,-72.657181,38.174896,-0.317171,0.146405,0.847398,0.000381,-0.050755,-0.056242,-0.037863,0.957745,0.042138,0.044624,0.027206,0.894037,0.008617,0.011618,0.010657,0.853740,-0.282644,0.095547,0.789343,-0.341664,0.187477,0.895074,-0.327210,0.156175,0.857784,,,,,,
1744,14.533333,36.683987,-72.913544,37.990173,-0.317167,0.146405,0.847398,0.000383,-0.050755,-0.056242,-0.037863,0.960534,0.042138,0.044624,0.027206,0.893385,0.008617,0.011618,0.010657,0.855356,-0.282644,0.095555,0.789347,-0.341649,0.187469,0.895077,-0.327214,0.156176,0.857775,,,,,,
1745,14.541667,36.639118,-73.092598,37.856503,-0.317176,0.146388,0.847395,0.000377,-0.050755,-0.056242,-0.037863,0.957925,0.042138,0.044624,0.027206,0.896532,0.008617,0.011618,0.010657,0.855844,-0.282659,0.095536,0.789343,-0.341666,0.187435,0.895080,-0.327206,0.156179,0.857767,,,,,,
1746,14.550000,36.635632,-72.994148,37.905525,-0.317165,0.146391,0.847389,0.000380,-0.050755,-0.056242,-0.037863,0.957382,0.042138,0.044624,0.027206,0.896690,0.008617,0.011618,0.010657,0.855200,-0.282654,0.095530,0.789343,-0.341641,0.187449,0.895072,-0.327203,0.156181,0.857757,,,,,,
1747,14.558333,36.690845,-72.873474,38.020985,-0.317156,0.146395,0.847381,0.000385,-0.050755,-0.056242,-0.037863,0.957113,0.042138,0.044624,0.027206,0.896486,0.008617,0.011618,0.010657,0.854710,-0.282637,0.095540,0.789336,-0.341643,0.187463,0.895061,-0.327190,0.156166,0.857755,,,,,,
1748,14.566667,36.659363,-72.907402,37.970341,-0.317150,0.146381,0.847376,0.000378,-0.050755,-0.056242,-0.037863,0.957101,0.042138,0.044624,0.027206,0.896178,0.008617,0.011618,0.010657,0.854177,-0.282640,0.095521,0.789328,-0.341627,0.187443,0.895058,-0.327186,0.156166,0.857747,,,,,,
